"Lat.decimal","Long.decimal","IRN","ZF_PF_no.","Former_Museum_no.","IRN_Residue_OBD","Sea_Depth_meters_NOAA","Ocean_Sea","Sample_depth_min_cm","Sample_depth_max_cm","Vessel","Collection_date","slide_no_check","species","total_ind","ind_diam","pop_max_diam","pop_min_diam","ind_asp_ratio","ind_area","ind_area_mm","ind_area_sqrt","ind_area_log","pop_mean","pop_mean_log","pop_mean_sqrt","pop_median","pop_median_log","pop_median_sqrt","pop_95q","pop_95q_log","pop_95q_sqrt","pop_max","pop_max_log","pop_max_sqrt","pop_min","pop_min_log","pop_min_sqrt","pop_sd","pop_sd_log","pop_sd_sqrt","pop_mad","pop_mad_log","pop_mad_sqrt","sample","ocean"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,654.93898,948.88247,424.56485,1.26692,254467.5156,0.25447,504.44773,12.44693,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,578.22514,948.88247,424.56485,1.27766,192416.5548,0.19242,438.65311,12.16742,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,782.25498,948.88247,424.56485,1.57322,280320.9732,0.28032,529.45347,12.54369,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,664.09821,948.88247,424.56485,1.20767,282903.6564,0.2829,531.88688,12.55286,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,774.9669,948.88247,424.56485,1.44989,291550.32,0.29155,539.954,12.58297,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,635.5656,948.88247,424.56485,1.35811,228234.6432,0.22823,477.7391,12.33813,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,715.45591,948.88247,424.56485,1.32365,317756.5668,0.31776,563.699,12.66904,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,698.34171,948.88247,424.56485,1.41272,248516.694,0.24852,498.51449,12.42327,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,686.11509,948.88247,424.56485,1.39754,274350.1824,0.27435,523.78448,12.52216,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,694.25494,948.88247,424.56485,1.40061,280660.4496,0.28066,529.77396,12.5449,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,654.61876,948.88247,424.56485,1.38384,235416.8988,0.23542,485.19779,12.36911,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,609.71574,948.88247,424.56485,1.38777,215827.1136,0.21583,464.57197,12.28223,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,606.30549,948.88247,424.56485,1.39034,217065.204,0.21707,465.90257,12.28795,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,510.51414,948.88247,424.56485,1.45804,146514.0204,0.14651,382.7715,11.89488,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,565.04356,948.88247,424.56485,1.3281,190852.3008,0.19085,436.86646,12.15926,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5272010,6240,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6240,"sacculifer",29,840.8465,948.88247,424.56485,1.28734,392128.524,0.39213,626.20166,12.87934,251641.5295,12.40144,497.34463,248516.694,12.42327,498.51449,362379.74112,12.79522,601.2006,483860.3724,13.08955,695.60073,123396.3432,11.72316,351.27816,69287.07466,0.26659,66.65629,47656.33205,0.19214,48.35043,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,410.61735,497.53211,323.53035,1.21544,105211.0584,0.10521,324.36254,11.56372,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,365.74173,497.53211,323.53035,1.18934,87411.8448,0.08741,295.65494,11.37839,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,453.62534,497.53211,323.53035,1.33623,124481.3364,0.12448,352.81913,11.73191,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,413.71006,497.53211,323.53035,1.18604,109717.4412,0.10972,331.23623,11.60566,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,452.9131,497.53211,323.53035,1.22811,127436.778,0.12744,356.98288,11.75538,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,381.57842,497.53211,323.53035,1.29637,81474.336,0.08147,285.4371,11.30804,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,489.63615,497.53211,323.53035,1.20887,145475.622,0.14548,381.41267,11.88776,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,497.53211,497.53211,323.53035,1.44586,143179.164,0.14318,378.39023,11.87185,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,484.68993,497.53211,323.53035,1.20564,144244.188,0.14424,379.79493,11.87926,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,484.90961,497.53211,323.53035,1.2835,145349.1504,0.14535,381.24684,11.88689,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,383.80481,497.53211,323.53035,1.20562,90001.1844,0.09,300.00197,11.40758,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,323.53035,497.53211,323.53035,1.19878,67249.6092,0.06725,259.3253,11.11617,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,484.73799,497.53211,323.53035,1.30533,141042.4596,0.14104,375.5562,11.85682,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,420.35794,497.53211,323.53035,1.28848,106682.1228,0.10668,326.62229,11.57761,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5465288,6288,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6288,"ruber",15,388.58774,497.53211,323.53035,1.18596,90573.6348,0.09057,300.95454,11.41392,113968.662,11.61606,335.31985,109717.4412,11.60566,331.23623,145387.09188,11.88715,381.29659,145475.622,11.88776,381.41267,67249.6092,11.11617,259.3253,26706.90997,0.24822,40.47828,33070.27722,0.33696,52.75282,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,885.67684,885.67684,551.52894,1.0843,542816.1072,0.54282,736.76055,13.20453,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,685.33853,885.67684,551.52894,1.28317,301275.3204,0.30128,548.88553,12.61578,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,645.60344,885.67684,551.52894,1.06347,275455.1448,0.27546,524.83821,12.52618,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,827.74185,885.67684,551.52894,1.04465,462506.6412,0.46251,680.07841,13.04442,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,551.52894,885.67684,551.52894,1.17701,206840.9736,0.20684,454.79773,12.23971,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,603.26226,885.67684,551.52894,1.11296,254806.992,0.25481,504.7841,12.44826,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,656.40595,885.67684,551.52894,1.17873,243178.2612,0.24318,493.13108,12.40155,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5466049,7049,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",7049,"conglobatus",8,652.7451,885.67684,551.52894,1.27911,267340.9932,0.26734,517.05028,12.49628,319277.5542,12.62209,557.54074,271398.069,12.51123,520.94424,514707.7941,13.14849,716.9218,542816.1072,13.20453,736.76055,206840.9736,12.23971,454.79773,118330.94441,0.33117,98.13042,43067.34998,0.15881,41.33077,20,"Indian"
-24.89167,110.39167,5465678,6678,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6678,"siphonifera",3,637.89163,637.89163,431.78595,1.30953,246766.0608,0.24677,496.75553,12.4162,181630.968,12.05552,420.63255,188842.068,12.14867,434.55963,240973.66152,12.38944,490.53594,246766.0608,12.4162,496.75553,109284.7752,11.60171,330.58248,69023.73465,0.41515,83.95739,85878.11173,0.39664,92.21165,20,"Indian"
-24.89167,110.39167,5465678,6678,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6678,"siphonifera",3,431.78595,637.89163,431.78595,1.31719,109284.7752,0.10928,330.58248,11.60171,181630.968,12.05552,420.63255,188842.068,12.14867,434.55963,240973.66152,12.38944,490.53594,246766.0608,12.4162,496.75553,109284.7752,11.60171,330.58248,69023.73465,0.41515,83.95739,85878.11173,0.39664,92.21165,20,"Indian"
-24.89167,110.39167,5465678,6678,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6678,"siphonifera",3,557.59644,637.89163,431.78595,1.17856,188842.068,0.18884,434.55963,12.14867,181630.968,12.05552,420.63255,188842.068,12.14867,434.55963,240973.66152,12.38944,490.53594,246766.0608,12.4162,496.75553,109284.7752,11.60171,330.58248,69023.73465,0.41515,83.95739,85878.11173,0.39664,92.21165,20,"Indian"
-24.89167,110.39167,5271777,6036,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6036,"pachyderma",1,298.05421,298.05421,298.05421,1.15245,56286.5184,0.05629,237.2478,10.93821,56286.5184,10.93821,237.2478,56286.5184,10.93821,237.2478,56286.5184,10.93821,237.2478,56286.5184,10.93821,237.2478,56286.5184,10.93821,237.2478,NA,NA,NA,0,0,0,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,603.22364,657.9,470.6927,1.19675,226623.7944,0.22662,476.0502,12.33105,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,486.58827,657.9,470.6927,1.24243,148604.13,0.1486,385.49206,11.90904,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,489.60896,657.9,470.6927,1.17599,155999.3904,0.156,394.96758,11.95761,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,509.14978,657.9,470.6927,1.21289,163434.5892,0.16343,404.27044,12.00417,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,565.39686,657.9,470.6927,1.10756,218902.3704,0.2189,467.87004,12.29638,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,657.9,657.9,470.6927,1.13487,275508.396,0.27551,524.88894,12.52637,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,525.13617,657.9,470.6927,1.17924,172147.8168,0.17215,414.907,12.05611,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,581.37081,657.9,470.6927,1.15616,222357.042,0.22236,471.5475,12.31204,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,470.6927,657.9,470.6927,1.09449,150827.3676,0.15083,388.36499,11.92389,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,486.60195,657.9,470.6927,1.07498,169465.2876,0.16947,411.66162,12.0404,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,518.58642,657.9,470.6927,1.2242,169917.9228,0.16992,412.21102,12.04307,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,537.98413,657.9,470.6927,1.14414,191478.0024,0.19148,437.582,12.16253,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,516.0258,657.9,470.6927,1.2023,167654.7468,0.16765,409.45665,12.02966,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,532.71846,657.9,470.6927,1.11078,182092.4784,0.18209,426.72295,12.11227,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
-24.89167,110.39167,5465413,6413,"M.5248",36057,-3829,"Indian ocean near coast",NA,NA,"HMS Penguin","17/04/1891",6413,"dutertrei",18,578.89244,657.9,470.6927,1.08903,231436.3716,0.23144,481.07834,12.35206,189264.3796,12.13108,432.86169,171032.8698,12.04959,413.55901,262715.79366,12.47862,512.5318,275508.396,12.52637,524.88894,141361.9668,11.85908,375.98134,40134.39709,0.20156,44.79527,30134.31558,0.1769,36.48456,20,"Indian"
