"area","diam.max"
605599.272,990.73344
609393.42,1014.43881
593784.162,992.14335
732596.7276,1093.00993
703108.8756,1058.31902
654011.2692,1012.27115
621581.2884,981.01086
530262.1368,921.22982
413841.7008,839.73749
636797.8188,959.79468
249734.8152,635.38229
444600.9252,834.36179
327201.9984,682.64772
304803.2124,678.6528
264272.3928,681.12977
336055.0104,736.89154
574939.8936,949.72039
394964.1504,769.90416
304916.3712,767.17592
498318.0732,915.20568
323128.2816,702.37153
289653.246,691.44481
965743.794,1266.54878
889607.8908,1219.57885
738414.4212,1088.02916
740744.1612,1087.31008
547828.3764,962.43683
686001.9276,1029.43293
821053.6272,1167.32669
909863.316,1192.46528
874664.2728,1215.59623
854422.1604,1222.18225
792284.6664,1072.29034
850195.3464,1140.86188
797556.5352,1136.25496
846893.772,1149.35453
699381.2916,1091.93757
149855.5332,453.66936
562698.774,975.39697
231695.9712,577.02091
431008.5564,807.67187
605592.6156,962.87937
548886.744,929.10453
701651.124,1029.65599
578933.7336,978.59573
508895.0928,936.17034
674213.4432,1000.20181
1047244.756,1275.31621
598130.7912,959.38888
720868.1508,1012.94165
659782.368,986.09004
643207.932,979.71063
680417.208,995.93347
474588.0072,869.36813
542523.2256,932.29434
498264.822,879.35999
541544.7348,962.37804
518413.7448,919.38183
408376.7964,824.05055
541092.0996,920.54313
649890.9576,1010.70821
730213.7364,1081.38631
557966.0736,927.67056
512915.5584,861.523
