"area","diam.max"
200071.4148,557.33375
92716.9956,370.3446
118510.5456,425.5045
168094.0692,521.75357
170836.506,513.06334
135264.7044,460.15224
269823.8304,657.06983
96065.1648,381.50864
129353.8212,437.93933
132508.9548,463.80479
245774.2572,643.57426
126351.7848,431.9709
238698.504,594.4647
224766.6588,575.80837
229559.2668,583.08571
84596.1876,357.61629
155433.5964,495.91063
108785.5452,400.79783
196876.3428,533.51131
