"area","diam.max","species","sample","dataset","datasetAB","area_log"
54181.58094,290.2895901,"pachyderma",66,"resample","A",10.9000962946154
59767.56168,318.4192522,"pachyderma",66,"resample","A",10.9982183459385
32267.34882,217.7614083,"pachyderma",66,"resample","A",10.3818111254888
44412.19518,257.712259,"pachyderma",66,"resample","A",10.7012693769227
29178.43929,210.2027324,"pachyderma",66,"resample","A",10.2811853350398
39653.1666,246.8173592,"pachyderma",66,"resample","A",10.5879260876824
42855.57936,257.7437161,"pachyderma",66,"resample","A",10.6655911223176
44347.33619,253.9889279,"pachyderma",66,"resample","A",10.6998079225742
35923.77452,239.6679898,"pachyderma",66,"resample","A",10.4891545981872
46601.18618,266.1620459,"pachyderma",66,"resample","A",10.7493812742962
42344.81479,252.5163304,"pachyderma",66,"resample","A",10.6536012555122
66658.82964,337.9715866,"pachyderma",66,"resample","A",11.1073427945519
34018.54162,230.7052466,"pachyderma",66,"resample","A",10.4346609967182
42312.38529,254.323869,"pachyderma",66,"resample","A",10.6528351186318
71255.71074,340.6357846,"pachyderma",66,"resample","A",11.1740302456558
54911.24461,289.7724509,"pachyderma",66,"resample","A",10.9134734263792
72390.74311,332.4694544,"pachyderma",66,"resample","A",11.1898337126026
37472.28297,233.690547,"pachyderma",66,"resample","A",10.5313568178741
56500.28993,293.2765445,"pachyderma",66,"resample","A",10.9420010486258
45158.07359,261.3360274,"pachyderma",66,"resample","A",10.7179243599135
77887.54273,363.0002078,"pachyderma",66,"resample","A",11.2630213054641
41469.21839,248.7641178,"pachyderma",66,"resample","A",10.6327067054621
42101.59357,249.7399222,"pachyderma",66,"resample","A",10.6478408709731
46147.17323,274.440349,"pachyderma",66,"resample","A",10.7395909862674
68085.72748,333.3826498,"pachyderma",66,"resample","A",11.1285228883808
41347.60778,252.2754179,"pachyderma",66,"resample","A",10.6297698458158
51943.9457,291.0008973,"pachyderma",66,"resample","A",10.8579204488312
32178.1677,230.4063485,"pachyderma",66,"resample","A",10.3790434798327
46860.62215,277.4810473,"pachyderma",66,"resample","A",10.7549329887556
60408.04423,317.5013216,"pachyderma",66,"resample","A",11.0088775576708
52446.60289,287.5818543,"pachyderma",66,"resample","A",10.8675508431854
43601.45777,249.0409839,"pachyderma",66,"resample","A",10.6828458638699
39466.69699,246.9487149,"pachyderma",66,"resample","A",10.5832124810913
50071.14228,290.6663813,"pachyderma",66,"resample","A",10.8212001187246
37699.28945,230.7930841,"pachyderma",66,"resample","A",10.5373965257784
51344.00001,275.6194751,"pachyderma",66,"resample","A",10.8463033635444
57756.93291,300.3240526,"pachyderma",66,"resample","A",10.9639986715682
49422.55236,269.3413879,"pachyderma",66,"resample","A",10.808162124506
55211.21745,280.9508747,"pachyderma",66,"resample","A",10.9189214262938
34691.45366,233.3086144,"pachyderma",66,"resample","A",10.454248643381
61778.19045,304.8255473,"pachyderma",66,"resample","A",11.0313056758202
45725.58978,264.8643197,"pachyderma",66,"resample","A",10.7304133715903
57440.74532,296.1786412,"pachyderma",66,"resample","A",10.9585091792647
42969.08259,249.5937948,"pachyderma",66,"resample","A",10.6682361265295
38258.69826,235.7629247,"pachyderma",66,"resample","A",10.5521262188922
35404.90258,227.2531031,"pachyderma",66,"resample","A",10.4746055804933
39807.20671,254.833409,"pachyderma",66,"resample","A",10.5918032479963
43325.80705,262.9750955,"pachyderma",66,"resample","A",10.6765037422234
37877.65168,245.3347614,"pachyderma",66,"resample","A",10.5421165517141
49779.27682,274.6618207,"pachyderma",66,"resample","A",10.815354048295
48895.57304,270.5127694,"pachyderma",66,"resample","A",10.7974421404855
46495.79032,271.0965621,"pachyderma",66,"resample","A",10.7471170567246
41598.93638,242.4426985,"pachyderma",66,"resample","A",10.635829878134
42871.79411,260.6681839,"pachyderma",66,"resample","A",10.665969408728
50063.03491,277.612496,"pachyderma",66,"resample","A",10.8210381885976
54603.16439,285.0902052,"pachyderma",66,"resample","A",10.9078471159144
70744.94617,331.6637626,"pachyderma",66,"resample","A",11.1668363807279
45466.15381,265.7657671,"pachyderma",66,"resample","A",10.7247234558211
57732.61078,311.6249776,"pachyderma",66,"resample","A",10.9635774710061
60172.93038,309.1041952,"pachyderma",66,"resample","A",11.0049778687071
46260.67647,262.0949838,"pachyderma",66,"resample","A",10.7420475588951
57951.50988,314.834489,"pachyderma",66,"resample","A",10.9673619033034
54359.94317,304.8920319,"pachyderma",66,"resample","A",10.9033828228267
52965.47483,285.8853582,"pachyderma",66,"resample","A",10.8773955619673
34999.53388,224.5253928,"pachyderma",66,"resample","A",10.4630900226686
32899.72399,222.985482,"pachyderma",66,"resample","A",10.4012195473566
35072.50025,227.5205122,"pachyderma",66,"resample","A",10.465172633721
51319.67789,279.7072752,"pachyderma",66,"resample","A",10.8458295422095
51627.75811,282.0021849,"pachyderma",66,"resample","A",10.8518147546958
29316.26465,214.3844762,"pachyderma",66,"resample","A",10.2858977484985
43398.77342,247.3915255,"pachyderma",66,"resample","A",10.6781864574771
40431.47451,264.6959137,"pachyderma",66,"resample","A",10.6073638326599
51879.0867,288.4825729,"pachyderma",66,"resample","A",10.8566710341891
50590.01422,282.7343424,"pachyderma",66,"resample","A",10.8315094883692
46860.62215,259.9206574,"pachyderma",66,"resample","A",10.7549329887556
47014.66226,267.5443995,"pachyderma",66,"resample","A",10.7582147950206
31813.33587,226.788847,"pachyderma",66,"resample","A",10.3676408478396
34213.11859,234.1238051,"pachyderma",66,"resample","A",10.4403644340039
32607.85853,235.6597386,"pachyderma",66,"resample","A",10.3923085975072
39912.60257,245.6650008,"pachyderma",66,"resample","A",10.5944474068913
50484.61836,270.2728999,"pachyderma",66,"resample","A",10.8294239819367
45166.18097,270.002792,"pachyderma",66,"resample","A",10.7181038771442
65110.32119,314.0868156,"pachyderma",66,"resample","A",11.0838383592551
37180.41751,240.0566911,"pachyderma",66,"resample","A",10.5235374906368
35283.29197,233.7078928,"pachyderma",66,"resample","A",10.4711648155749
38809.99969,254.9924314,"pachyderma",66,"resample","A",10.5664332163753
47557.85632,263.7600746,"pachyderma",66,"resample","A",10.7697022766182
43812.2495,266.0401768,"pachyderma",66,"resample","A",10.6876687262142
63156.44404,320.2851919,"pachyderma",66,"resample","A",11.0533701659613
54319.4063,285.2465709,"pachyderma",66,"resample","A",10.9026368324969
71004.38214,324.6472901,"pachyderma",66,"resample","A",11.1704968744005
68855.92801,330.0587606,"pachyderma",66,"resample","A",11.1397716008135
25586.87258,197.7829111,"pachyderma",66,"resample","A",10.1498347091022
37042.59215,237.7149497,"pachyderma",66,"resample","A",10.5198236687629
27411.03175,202.482075,"pachyderma",66,"resample","A",10.2187008299602
45595.87179,269.0552789,"pachyderma",66,"resample","A",10.7275724604833
32964.58299,232.7519572,"pachyderma",66,"resample","A",10.403189021384
43050.15634,254.1803769,"pachyderma",66,"resample","A",10.6701211414405
44395.98043,267.7110136,"pachyderma",66,"resample","A",10.7009042134663
57019.16187,301.5498427,"pachyderma",66,"resample","A",10.951142663481
35696.76805,249.5450666,"pachyderma",66,"resample","A",10.4828154328572
35267.07722,220.4257082,"pachyderma",66,"resample","A",10.4707051510693
44274.36982,256.340139,"pachyderma",66,"resample","A",10.6981612292352
38728.92595,253.429709,"pachyderma",66,"resample","A",10.5643420403918
32834.865,229.9308295,"pachyderma",66,"resample","A",10.3992461871502
42142.13044,248.7641178,"pachyderma",66,"resample","A",10.6488032423214
15614.80247,158.635712,"pachyderma",66,"resample","A",9.65597461962116
38064.12128,235.5737157,"pachyderma",66,"resample","A",10.5470274187504
46755.22629,265.0479133,"pachyderma",66,"resample","A",10.752681320768
57643.42967,305.675459,"pachyderma",66,"resample","A",10.9620315499047
24743.70568,199.0088499,"pachyderma",66,"resample","A",10.1163264196935
59556.76995,298.2245691,"pachyderma",66,"resample","A",10.9946852534603
48984.75416,278.4726791,"pachyderma",66,"resample","A",10.799264389087
73242.01739,349.5746693,"pachyderma",66,"resample","A",11.2015245433299
47784.8628,272.3050556,"pachyderma",66,"resample","A",10.7744641905023
61453.89548,304.0399303,"pachyderma",66,"resample","A",11.0260425056619
60489.11797,303.5462178,"pachyderma",66,"resample","A",11.0102187595762
42563.71389,263.3140009,"pachyderma",66,"resample","A",10.6587573826614
29405.44577,218.8199061,"pachyderma",66,"resample","A",10.2889351664459
52235.81116,284.9906551,"pachyderma",66,"resample","A",10.8635235762024
29802.7071,239.7525437,"pachyderma",66,"resample","A",10.3023545106495
36061.59988,234.7980914,"pachyderma",66,"resample","A",10.4929838629389
52025.01944,278.6473067,"pachyderma",66,"resample","A",10.8594800249283
49365.80074,274.8241199,"pachyderma",66,"resample","A",10.8070131707182
31172.85332,211.3949997,"pachyderma",66,"resample","A",10.3473029091557
32859.18712,225.8215732,"pachyderma",66,"resample","A",10.3999866536103
29810.81447,213.3989695,"pachyderma",66,"resample","A",10.3026265083385
44971.60399,258.5445788,"pachyderma",66,"resample","A",10.7137865471296
44947.28187,264.9408325,"pachyderma",66,"resample","A",10.7132455679935
64177.97317,322.7688908,"pachyderma",66,"resample","A",11.0694153337663
47930.79553,273.8192751,"pachyderma",66,"resample","A",10.7775134897627
33759.10565,226.3952714,"pachyderma",66,"resample","A",10.427005456949
56589.47104,291.946611,"pachyderma",66,"resample","A",10.9435782228584
30135.10943,216.5667542,"pachyderma",66,"resample","A",10.3134461972363
31440.39666,242.8102639,"pachyderma",66,"resample","A",10.3558488628758
46414.71658,275.2662676,"pachyderma",66,"resample","A",10.7453718555997
62613.24998,311.9370187,"pachyderma",66,"resample","A",11.0447321957135
48717.21081,276.6031257,"pachyderma",66,"resample","A",10.7937876513607
43366.34392,258.6072867,"pachyderma",66,"resample","A",10.6774389335296
39734.24034,257.2714558,"pachyderma",66,"resample","A",10.5899685720337
34107.72273,235.0914058,"pachyderma",66,"resample","A",10.437279110651
62621.35735,307.262707,"pachyderma",66,"resample","A",11.0448616706276
47638.93006,259.8738656,"pachyderma",66,"resample","A",10.7714055643589
56305.71295,282.5909316,"pachyderma",66,"resample","A",10.9385512823367
59200.04549,308.3689195,"pachyderma",66,"resample","A",10.988677589284
40415.25976,257.6021289,"pachyderma",66,"resample","A",10.6069627094639
49203.65326,281.8871641,"pachyderma",66,"resample","A",10.8037231529758
36085.92201,240.0735768,"pachyderma",66,"resample","A",10.4936580962399
45936.38151,269.1908421,"pachyderma",66,"resample","A",10.7350127075771
30321.57904,209.3912104,"pachyderma",66,"resample","A",10.3196149175559
38437.06049,243.2939336,"pachyderma",66,"resample","A",10.556777390077
54959.88885,288.721354,"pachyderma",66,"resample","A",10.9143589045143
33118.62309,221.91032,"pachyderma",66,"resample","A",10.4078510342654
54319.4063,277.6562985,"pachyderma",66,"resample","A",10.9026368324969
44833.77863,273.3451289,"pachyderma",66,"resample","A",10.7107171215743
49600.91459,273.8784857,"pachyderma",66,"resample","A",10.8117645518575
42725.86137,258.8736257,"pachyderma",66,"resample","A",10.6625596685764
39223.47577,261.2739744,"pachyderma",66,"resample","A",10.5770307182101
32729.46914,217.2395555,"pachyderma",66,"resample","A",10.3960311479931
28797.39271,213.5508819,"pachyderma",66,"resample","A",10.2680401311231
48628.0297,267.7867131,"pachyderma",66,"resample","A",10.7919553864347
50946.73868,288.2717195,"pachyderma",66,"resample","A",10.838536026396
39636.95185,244.0259465,"pachyderma",66,"resample","A",10.587517089675
47006.55488,265.2160958,"pachyderma",66,"resample","A",10.7580423364997
29486.51951,207.8756932,"pachyderma",66,"resample","A",10.2916884721245
60910.70142,297.026,"pachyderma",66,"resample","A",11.0171641594431
49138.79427,275.1336979,"pachyderma",66,"resample","A",10.8024041091441
42620.46551,255.1990124,"pachyderma",66,"resample","A",10.6600898279299
48019.97664,284.0645951,"pachyderma",66,"resample","A",10.7793723833112
47160.59499,261.1187775,"pachyderma",66,"resample","A",10.7613139709839
48044.29877,259.6241669,"pachyderma",66,"resample","A",10.7798787553296
46512.00507,265.3536204,"pachyderma",66,"resample","A",10.7474657318028
47411.92359,263.6370952,"pachyderma",66,"resample","A",10.7666290285808
47776.75542,279.2721586,"pachyderma",66,"resample","A",10.7742945119185
45441.83169,267.9683044,"pachyderma",66,"resample","A",10.7241883626618
43714.96101,258.5445788,"pachyderma",66,"resample","A",10.6854456797011
48830.71405,267.5443995,"pachyderma",66,"resample","A",10.7961147801313
29875.67346,208.3237227,"pachyderma",66,"resample","A",10.3047998315739
36985.84053,234.5562629,"pachyderma",66,"resample","A",10.5182904300041
38428.95311,246.0112751,"pachyderma",66,"resample","A",10.5565664417098
53605.95738,277.3787663,"pachyderma",66,"resample","A",10.889415486032
42847.47198,250.9058781,"pachyderma",66,"resample","A",10.6654019253194
27800.1857,198.29464,"pachyderma",66,"resample","A",10.2327979795125
26802.97869,196.3636196,"pachyderma",66,"resample","A",10.196268305472
60967.45304,305.6224087,"pachyderma",66,"resample","A",11.0180954440421
39191.04628,246.8666258,"pachyderma",66,"resample","A",10.5762035884642
36775.0488,235.9176191,"pachyderma",66,"resample","A",10.5125748724572
25757.12743,195.1626076,"pachyderma",66,"resample","A",10.1564666611897
63764.4971,318.5974316,"pachyderma",66,"resample","A",11.0629518426582
54732.88238,293.7323184,"pachyderma",66,"resample","A",10.9102199481998
54303.19155,300.5264501,"pachyderma",66,"resample","A",10.9023382804379
54878.81511,278.1668172,"pachyderma",66,"resample","A",10.9128826716055
49495.51872,273.063215,"pachyderma",66,"resample","A",10.8096374135495
51595.32861,288.5949651,"pachyderma",66,"resample","A",10.8511864165575
53078.97807,281.9015443,"pachyderma",66,"resample","A",10.8795362356233
35242.7551,231.809567,"pachyderma",66,"resample","A",10.4700152580384
39572.09286,235.0914058,"pachyderma",66,"resample","A",10.5858794230491
59224.36761,312.2357655,"pachyderma",66,"resample","A",10.9890883512157
51222.3894,289.9262913,"pachyderma",66,"resample","A",10.8439320084116
46098.52899,263.2216155,"pachyderma",66,"resample","A",10.738536319365
37024.31343,232.7718271,"pachyderma",66,"resample","A",10.5193300955475
42521.44481,251.8836506,"pachyderma",66,"resample","A",10.6577638114176
42035.14747,247.8664036,"pachyderma",66,"resample","A",10.6462613918302
42041.71905,252.5090287,"pachyderma",66,"resample","A",10.6464177149731
69027.93544,321.0278673,"pachyderma",66,"resample","A",11.1422665630944
28346.53461,213.203325,"pachyderma",66,"resample","A",10.2522600657056
42681.56571,262.7864463,"ruber",20,"resample","A",10.6615223896069
29074.88825,216.3938671,"ruber",20,"resample","A",10.2776301338713
42424.44784,257.8379246,"ruber",20,"resample","A",10.6554800750501
30586.7413,214.4243847,"ruber",20,"resample","A",10.3283219031932
75602.93723,343.6409367,"ruber",20,"resample","A",11.2332504136616
42902.68707,260.7335109,"ruber",20,"resample","A",10.6666897386189
72532.94991,348.7801666,"ruber",20,"resample","A",11.1917962191146
54164.44959,296.883823,"ruber",20,"resample","A",10.8997800606
30962.13339,213.9922706,"ruber",20,"resample","A",10.3405202332754
39344.17581,242.397555,"ruber",20,"resample","A",10.5801032329799
57311.57226,295.4078598,"ruber",20,"resample","A",10.9562578414741
31728.34463,215.906158,"ruber",20,"resample","A",10.3649657127152
47998.76317,280.9449099,"ruber",20,"resample","A",10.7789305222664
78050.69931,349.0822844,"ruber",20,"resample","A",11.2651138856728
32592.26066,230.824531,"ruber",20,"resample","A",10.3918301361027
31491.79619,219.683917,"ruber",20,"resample","A",10.3574823524811
30663.87666,213.5592822,"ruber",20,"resample","A",10.330840584746
34170.96435,226.0977091,"ruber",20,"resample","A",10.4391315668358
23042.90312,182.5585324,"ruber",20,"resample","A",10.0451131103443
31764.34113,221.4906065,"ruber",20,"resample","A",10.3660995914739
38068.8712,237.9332084,"ruber",20,"resample","A",10.5471521982934
44296.2659,272.6969547,"ruber",20,"resample","A",10.6986556612841
146593.1799,491.5421227,"ruber",20,"resample","A",11.8954165455244
33147.63525,232.0244356,"ruber",20,"resample","A",10.4087266582279
70280.59741,326.1830358,"ruber",20,"resample","A",11.1602510426918
158965.6916,523.8529355,"ruber",20,"resample","A",11.9764436818187
133680.7207,485.0602195,"ruber",20,"resample","A",11.8032095544875
21330.49814,169.2270306,"ruber",20,"resample","A",9.96789316515425
102723.7297,394.9990674,"ruber",20,"resample","A",11.5397984276494
64855.41044,313.6041831,"ruber",20,"resample","A",11.0799156163339
28354.95823,202.8525159,"ruber",20,"resample","A",10.2525571873382
25279.82856,199.2460752,"ruber",20,"resample","A",10.1377620665922
68866.44915,329.0085431,"ruber",20,"resample","A",11.1399243884757
40768.60879,255.2017935,"ruber",20,"resample","A",10.6156676718561
31152.40061,219.730728,"ruber",20,"resample","A",10.3466465873778
26354.58123,199.2073578,"ruber",20,"resample","A",10.1793973995785
26719.6886,202.2431954,"ruber",20,"resample","A",10.1931559733911
41416.54581,247.436671,"ruber",20,"resample","A",10.6314357372181
32288.86157,224.1446652,"ruber",20,"resample","A",10.3824776067047
22492.67089,188.640167,"ruber",20,"resample","A",10.0209447969061
28339.53116,202.9538915,"ruber",20,"resample","A",10.2520129697063
41177.55554,252.0401406,"ruber",25,"resample","A",10.6256486184508
46040.52891,265.3511903,"ruber",25,"resample","A",10.7372773508237
24482.44226,183.1609801,"ruber",25,"resample","A",10.1057114971729
32854.64235,222.2136234,"ruber",25,"resample","A",10.3998483335628
24853.73684,186.2121681,"ruber",25,"resample","A",10.1207633960746
26177.91135,193.141414,"ruber",25,"resample","A",10.1726712559146
48725.02164,275.7412659,"ruber",25,"resample","A",10.7939479685009
33669.51896,222.3983796,"ruber",25,"resample","A",10.4243482251508
66836.31163,318.4742573,"ruber",25,"resample","A",11.1100017991101
33521.65829,217.5814856,"ruber",25,"resample","A",10.419947025031
53275.84469,283.5316684,"ruber",25,"resample","A",10.8832383121203
33915.95343,219.4760184,"ruber",25,"resample","A",10.4316407853247
30423.15566,206.6291166,"ruber",25,"resample","A",10.3229592967907
72103.43751,335.9763776,"ruber",25,"resample","A",11.185856999113
46753.54595,271.7321036,"ruber",25,"resample","A",10.7526453810383
36400.01279,228.0011581,"ruber",25,"resample","A",10.5023244049984
64546.11404,318.8506162,"ruber",25,"resample","A",11.0751351936881
58270.24976,292.5155221,"ruber",25,"resample","A",10.9728469463816
66580.01979,330.2951604,"ruber",25,"resample","A",11.1061598083654
79693.61891,347.7550927,"ruber",25,"resample","A",11.2859447977085
33676.09055,219.333747,"ruber",25,"resample","A",10.4245433853125
43641.90015,260.2247185,"ruber",25,"resample","A",10.6837729804748
92422.78027,381.9415447,"ruber",25,"resample","A",11.4341287669625
55421.46739,298.2939312,"ruber",25,"resample","A",10.9227222956918
71626.99755,342.9072493,"ruber",25,"resample","A",11.1792273426334
116481.3553,425.3457865,"ruber",25,"resample","A",11.6654864988367
41138.12603,255.6386772,"ruber",25,"resample","A",10.6246906111243
54274.7257,286.4543662,"ruber",25,"resample","A",10.9018139408415
36160.14992,230.2383449,"ruber",25,"resample","A",10.4957129605152
59045.69687,301.2533776,"ruber",25,"resample","A",10.9860669463199
23693.85198,185.1770337,"ruber",25,"resample","A",10.072970883344
35903.85808,227.9146739,"ruber",25,"resample","A",10.4886000361116
83307.99101,361.0138113,"ruber",25,"resample","A",11.3302997540461
91269.46699,384.4282812,"ruber",25,"resample","A",11.4215715855684
70283.10829,339.3772171,"ruber",25,"resample","A",11.160286768557
34017.813,225.7418011,"ruber",25,"resample","A",10.4346395781692
30002.57418,208.339442,"ruber",25,"resample","A",10.3090384629632
33301.51017,224.3108231,"ruber",25,"resample","A",10.4133580253907
42212.58028,250.0244154,"ruber",25,"resample","A",10.6504735664984
31842.61816,216.7038322,"ruber",25,"resample","A",10.3685608652209
57783.95243,298.805703,"ruber",25,"resample","A",10.9644663764921
27804.37879,197.6481489,"ruber",25,"resample","A",10.2329487977069
36929.02544,229.2945067,"ruber",25,"resample","A",10.5167531181131
59200.12913,297.0687183,"ruber",25,"resample","A",10.9886790021197
40316.67783,246.6304859,"ruber",25,"resample","A",10.6045205042613
62650.21158,307.7547365,"ruber",25,"resample","A",11.0453223374933
55815.76253,295.666227,"ruber",25,"resample","A",10.9298115910952
51639.51986,278.0965758,"ruber",25,"resample","A",10.8520425470862
26536.06277,199.6001951,"ruber",25,"resample","A",10.1862599460899
34254.39009,226.1998358,"ruber",25,"resample","A",10.4415700132865
45846.66713,265.6296574,"ruber",25,"resample","A",10.7330577843119
87181.97177,367.6985541,"ruber",25,"resample","A",11.3757528427653
41848.82372,254.520971,"ruber",25,"resample","A",10.6418189684736
102838.5081,402.5120957,"ruber",25,"resample","A",11.5409151542734
89743.00109,383.3576591,"ruber",25,"resample","A",11.4047053210256
70277.39534,323.8812248,"ruber",25,"resample","A",11.1602054804304
67195.50029,321.8043527,"ruber",25,"resample","A",11.1153615642991
96515.52915,389.3109479,"ruber",25,"resample","A",11.4774591982144
67414.54407,321.9289868,"ruber",25,"resample","A",11.1186160610104
88929.22798,375.966401,"ruber",25,"resample","A",11.3955961411461
46886.83068,264.1218471,"ruber",25,"resample","A",10.7554921192683
51056.30358,279.5240253,"ruber",25,"resample","A",10.8406842945204
161831.8677,505.0180573,"ruber",27,"resample","A",11.9943132215677
26421.06002,202.5822111,"ruber",27,"resample","A",10.1819166991488
33419.79871,218.1922365,"ruber",27,"resample","A",10.4169037790912
58940.5515,311.3214266,"ruber",27,"resample","A",10.9842846132211
26256.77038,199.6001951,"ruber",27,"resample","A",10.1756791540024
33850.23757,221.6658425,"ruber",27,"resample","A",10.4297012966319
37425.18015,233.5187734,"ruber",27,"resample","A",10.5300990229035
33840.38019,221.3320697,"ruber",27,"resample","A",10.4294100485861
32871.07131,228.2604141,"ruber",27,"resample","A",10.4003482584606
36350.7259,230.067026,"ruber",27,"resample","A",10.5009694525009
57524.37479,300.9096086,"ruber",27,"resample","A",10.9599640463525
32006.9078,218.0717299,"ruber",27,"resample","A",10.3737070272356
52809.26211,298.1011014,"ruber",27,"resample","A",10.8744418730603
47689.9969,265.5430545,"ruber",27,"resample","A",10.7724769462891
56269.20194,304.6697343,"ruber",27,"resample","A",10.9379026296362
26243.62721,199.9538121,"ruber",27,"resample","A",10.1751784655933
66100.29404,322.2486557,"ruber",27,"resample","A",11.0989284742414
25379.46369,197.656461,"ruber",27,"resample","A",10.1416956098394
37625.61351,233.2724047,"ruber",27,"resample","A",10.5354403078319
41269.55774,254.8920974,"ruber",27,"resample","A",10.6278804064304
41476.56269,241.0313315,"ruber",27,"resample","A",10.6328837922271
35194.12683,234.6277324,"ruber",27,"resample","A",10.4686344962445
57498.08845,303.3023927,"ruber",27,"resample","A",10.959506981885
33764.80696,217.8983849,"ruber",27,"resample","A",10.4271743248299
46461.11039,261.3083628,"ruber",27,"resample","A",10.7463709059527
30699.16226,220.2382199,"ruber",27,"resample","A",10.3319906452551
41877.42941,242.4923673,"ruber",27,"resample","A",10.6425022832057
26605.06441,199.0974749,"ruber",27,"resample","A",10.188856868001
45945.24092,259.4596754,"ruber",27,"resample","A",10.7352055515821
25110.02868,199.8634115,"ruber",27,"resample","A",10.1310225943254
33432.94188,226.8742921,"ruber",27,"resample","A",10.4172969767388
49033.88616,285.6445469,"ruber",27,"resample","A",10.800266892365
26552.49173,197.4568751,"ruber",27,"resample","A",10.1868788727372
25280.88991,204.4791274,"ruber",27,"resample","A",10.1378040497773
32765.92594,235.2081921,"ruber",27,"resample","A",10.3971444111079
31303.74814,220.2605977,"ruber",27,"resample","A",10.3514931182407
28228.24606,208.4655745,"ruber",27,"resample","A",10.2480783889596
34801.33086,239.7347749,"ruber",27,"resample","A",10.4574109081348
47693.24451,260.1664234,"ruber",27,"resample","A",10.7725450423184
26314.6235,204.6229975,"ruber",27,"resample","A",10.1778800902563
25009.74952,192.4502761,"ruber",27,"resample","A",10.1270210086276
33494.44628,232.7560783,"ruber",27,"resample","A",10.4191349213831
30715.80862,214.110953,"ruber",27,"resample","A",10.332532739802
23560.11295,198.2550281,"ruber",27,"resample","A",10.0673104318966
28021.61581,211.3178661,"ruber",27,"resample","A",10.2407314845381
25474.1962,201.4292419,"ruber",27,"resample","A",10.1454213050907
33725.66432,227.8982305,"ruber",27,"resample","A",10.4260143790287
26413.1425,194.7093119,"ruber",27,"resample","A",10.1816169872319
28136.21954,206.6177449,"ruber",27,"resample","A",10.2448129769383
35977.52697,231.2829238,"ruber",27,"resample","A",10.4906497716792
21499.2565,177.7595521,"ruber",27,"resample","A",9.97577363212246
22570.90185,180.7042306,"ruber",27,"resample","A",10.024416826922
30739.93572,221.8632569,"ruber",27,"resample","A",10.3333179260039
32342.37727,228.8841978,"ruber",27,"resample","A",10.3841336390875
31031.47151,220.4450048,"ruber",27,"resample","A",10.3427571784901
19299.66924,170.1130377,"ruber",27,"resample","A",9.86784323692229
29529.55955,213.1651268,"ruber",27,"resample","A",10.2931470592864
24623.71593,193.1125421,"ruber",27,"resample","A",10.1114653197061
24919.2729,193.8918324,"ruber",27,"resample","A",10.1233967951081
53239.70096,295.2380595,"ruber",27,"resample","A",10.8825596556638
26154.9108,197.1821147,"ruber",27,"resample","A",10.1717922453611
48383.29919,278.2855563,"ruber",27,"resample","A",10.7869099751006
40277.24831,249.8403612,"ruber",27,"resample","A",10.6035420304473
29480.13313,216.8023667,"ruber",27,"resample","A",10.2914718622361
64490.25556,318.2523582,"ruber",27,"resample","A",11.0742694147815
83846.86103,372.2169448,"ruber",27,"resample","A",11.336747331011
34464.68083,225.8873095,"ruber",27,"resample","A",10.4476903345776
32572.06416,228.720588,"ruber",27,"resample","A",10.3912102723751
32039.76573,221.747355,"ruber",27,"resample","A",10.3747330893578
27663.0897,214.3024175,"ruber",27,"resample","A",10.2278543018004
31622.47004,228.720588,"ruber",27,"resample","A",10.3616232240946
45274.93918,270.1434034,"ruber",27,"resample","A",10.7205089394045
30689.30488,217.1884933,"ruber",27,"resample","A",10.3316694976342
97039.31917,384.5265617,"ruber",27,"resample","A",11.4828715276205
32164.62586,230.067026,"ruber",27,"resample","A",10.3786225518794
35667.281,224.8886902,"ruber",27,"resample","A",10.4819890489267
32243.48488,221.7251273,"ruber",27,"resample","A",10.3810712825905
33820.66543,222.1026959,"ruber",27,"resample","A",10.4288272978947
27768.23507,196.9903884,"ruber",27,"resample","A",10.2316480230056
34369.39283,227.561189,"ruber",27,"resample","A",10.444921703991
25924.9053,198.9819173,"ruber",27,"resample","A",10.1629593802463
32190.9122,218.6134865,"ruber",27,"resample","A",10.3794394618845
53877.14477,300.8058552,"ruber",27,"resample","A",10.8944616367297
43789.76083,264.4332749,"ruber",27,"resample","A",10.6871552980313
94486.25816,377.8243888,"ruber",27,"resample","A",11.4562096866116
38690.21038,246.523881,"ruber",27,"resample","A",10.5633418852605
29204.12653,208.4261663,"ruber",27,"resample","A",10.2820652977923
62735.6422,301.8254558,"ruber",27,"resample","A",11.0466850212514
52027.24342,281.0348766,"ruber",27,"resample","A",10.8595227722927
30837.16556,218.1621161,"ruber",27,"resample","A",10.3364759155417
43710.9018,262.937952,"ruber",27,"resample","A",10.685352819079
31744.04438,218.7937739,"ruber",27,"resample","A",10.3654604081431
30768.16391,210.0593052,"ruber",27,"resample","A",10.3342357951025
33288.367,222.1618641,"ruber",27,"resample","A",10.412963275596
36202.86522,242.6142874,"ruber",27,"resample","A",10.4968935444054
27994.95477,209.8401999,"ruber",27,"resample","A",10.239779586136
28507.53845,210.9723903,"ruber",31,"resample","A",10.2579238382985
23407.98801,193.5832303,"ruber",31,"resample","A",10.0608326110417
25251.31778,197.8143236,"ruber",31,"resample","A",10.1366336226486
27541.51537,202.3793651,"ruber",31,"resample","A",10.2234497950971
30916.02459,218.7937739,"ruber",31,"resample","A",10.3390299236075
17063.12208,161.6638365,"ruber",31,"resample","A",9.7446748101638
35709.9963,237.0103668,"ruber",31,"resample","A",10.4831859369761
28008.09795,209.7853878,"ruber",31,"resample","A",10.2402489598435
