Lat.decimal,Long.decimal,IRN,ZF.PF.no.,Museum.no.,Residue.OBD.IRN,Sea.Depth..m....modern.methods,Ocean.Sea,Sample.depth.MIN..cm.,Sample.depth.MAX..cm.,Vessel,Collection.date,species,total_ind,diameter,D_max,D_min,area,area_mm,area_sqrt,area_sqrt_mm,area_log,A_mean,A_mean_log,A_mean_sqrt_mm,A_median,A_median_log,A_median_sqrt_mm,A_max,A_max_log,A_max_sqrt_mm,A_95q,A_95q_log,A_95q_sqrt_mm,A_sd,A_sd_log,A_sd_sqrt_mm,A_mad,A_mad_log,A_mad_sqrt_mm,max_size,max_size_log,max_size_sqrt_mm,min_size,min_size_log,min_size_sqrt_mm,sample,ocean
-39.76667,167.75,5271559,5846,,17031,-1137,"Pacific ocean, Tasman sea",NA,NA,RNZFA Tui,19/08/56,truncatulinoides,17,434.06152,747.54582,384.42866,121233.0132,0.12123,348.18531,0.34819,11.70547,151062.6909,11.86909,0.38287,137534.5368,11.83163,0.37086,340801.0236,12.73905,0.58378,269598.8441,12.49692,0.51819,61052.16374,0.3226,0.06896,36672.38143,0.2877,0.05189,340801.0236,12.73905,0.58378,100085.6304,11.51378,0.31636,11,Pacific
-39.76667,167.75,5271559,5846,,17031,-1137,"Pacific ocean, Tasman sea",NA,NA,RNZFA Tui,19/08/56,truncatulinoides,17,451.91998,747.54582,384.42866,118610.3916,0.11861,344.39859,0.3444,11.6836,151062.6909,11.86909,0.38287,137534.5368,11.83163,0.37086,340801.0236,12.73905,0.58378,269598.8441,12.49692,0.51819,61052.16374,0.3226,0.06896,36672.38143,0.2877,0.05189,340801.0236,12.73905,0.58378,100085.6304,11.51378,0.31636,11,Pacific
-37.15,45.53333,6722154,6059,"1962,85",16146,-3663,Indian ocean,NA,NA,RV Vema,11/01/60,pachyderma,5,376.4502,376.4502,293.22469,83797.4196,0.0838,289.47784,0.28948,11.33616,73517.27544,11.18375,0.26972,82998.6516,11.32658,0.28809,89016.0372,11.39657,0.29836,87972.31368,11.38449,0.29658,16389.86923,0.23636,0.03104,8921.37589,0.10377,0.01521,89016.0372,11.39657,0.29836,52964.9748,10.87739,0.23014,12,Indian
-37.15,45.53333,6722154,6059,"1962,85",16146,-3663,Indian ocean,NA,NA,RV Vema,11/01/60,pachyderma,5,293.22469,376.4502,293.22469,52964.9748,0.05296,230.14121,0.23014,10.87739,73517.27544,11.18375,0.26972,82998.6516,11.32658,0.28809,89016.0372,11.39657,0.29836,87972.31368,11.38449,0.29658,16389.86923,0.23636,0.03104,8921.37589,0.10377,0.01521,89016.0372,11.39657,0.29836,52964.9748,10.87739,0.23014,12,Indian
-37.15,45.53333,6722154,6059,"1962,85",16146,-3663,Indian ocean,NA,NA,RV Vema,11/01/60,pachyderma,5,303.62994,376.4502,293.22469,58809.294,0.05881,242.50628,0.24251,10.98206,73517.27544,11.18375,0.26972,82998.6516,11.32658,0.28809,89016.0372,11.39657,0.29836,87972.31368,11.38449,0.29658,16389.86923,0.23636,0.03104,8921.37589,0.10377,0.01521,89016.0372,11.39657,0.29836,52964.9748,10.87739,0.23014,12,Indian
-37.15,45.53333,6722154,6059,"1962,85",16146,-3663,Indian ocean,NA,NA,RV Vema,11/01/60,pachyderma,5,352.63985,376.4502,293.22469,82998.6516,0.083,288.09487,0.28809,11.32658,73517.27544,11.18375,0.26972,82998.6516,11.32658,0.28809,89016.0372,11.39657,0.29836,87972.31368,11.38449,0.29658,16389.86923,0.23636,0.03104,8921.37589,0.10377,0.01521,89016.0372,11.39657,0.29836,52964.9748,10.87739,0.23014,12,Indian
-37.15,45.53333,6722154,6059,"1962,85",16146,-3663,Indian ocean,NA,NA,RV Vema,11/01/60,pachyderma,5,366.9863,376.4502,293.22469,89016.0372,0.08902,298.35556,0.29836,11.39657,73517.27544,11.18375,0.26972,82998.6516,11.32658,0.28809,89016.0372,11.39657,0.29836,87972.31368,11.38449,0.29658,16389.86923,0.23636,0.03104,8921.37589,0.10377,0.01521,89016.0372,11.39657,0.29836,52964.9748,10.87739,0.23014,12,Indian
-33.88333,173.83333,5465344,6344,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,conglobatus,4,611.1769,683.92875,526.32,248503.3812,0.2485,498.50113,0.4985,12.42321,235308.7323,12.34899,0.4827,228740.5296,12.3366,0.47782,304590.2076,12.62672,0.5519,296177.1836,12.5962,0.54389,54220.58303,0.22834,0.05544,51401.53355,0.24252,0.05576,304590.2076,12.62672,0.5519,179163.6624,12.09605,0.42328,13,Pacific
-33.88333,173.83333,5465344,6344,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,conglobatus,4,683.92875,683.92875,526.32,304590.2076,0.30459,551.89692,0.5519,12.62672,235308.7323,12.34899,0.4827,228740.5296,12.3366,0.47782,304590.2076,12.62672,0.5519,296177.1836,12.5962,0.54389,54220.58303,0.22834,0.05544,51401.53355,0.24252,0.05576,304590.2076,12.62672,0.5519,179163.6624,12.09605,0.42328,13,Pacific
-33.88333,173.83333,5465344,6344,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,conglobatus,4,526.32,683.92875,526.32,179163.6624,0.17916,423.27729,0.42328,12.09605,235308.7323,12.34899,0.4827,228740.5296,12.3366,0.47782,304590.2076,12.62672,0.5519,296177.1836,12.5962,0.54389,54220.58303,0.22834,0.05544,51401.53355,0.24252,0.05576,304590.2076,12.62672,0.5519,179163.6624,12.09605,0.42328,13,Pacific
-33.88333,173.83333,5465344,6344,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,conglobatus,4,547.17901,683.92875,526.32,208977.678,0.20898,457.14076,0.45714,12.24998,235308.7323,12.34899,0.4827,228740.5296,12.3366,0.47782,304590.2076,12.62672,0.5519,296177.1836,12.5962,0.54389,54220.58303,0.22834,0.05544,51401.53355,0.24252,0.05576,304590.2076,12.62672,0.5519,179163.6624,12.09605,0.42328,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,518.57358,554.652,271.39098,188336.1816,0.18834,433.97717,0.43398,12.14598,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,471.57573,554.652,271.39098,144477.162,0.14448,380.10152,0.3801,11.88088,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,507.48016,554.652,271.39098,168779.6784,0.16878,410.82804,0.41083,12.03635,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,445.83266,554.652,271.39098,133593.948,0.13359,365.50506,0.36551,11.80256,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,554.652,554.652,271.39098,195491.8116,0.19549,442.14456,0.44214,12.18327,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,491.96886,554.652,271.39098,162542.6316,0.16254,403.16576,0.40317,11.9987,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,365.82362,554.652,271.39098,88969.4424,0.08897,298.27746,0.29828,11.39605,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,429.34332,554.652,271.39098,121272.9516,0.12127,348.24266,0.34824,11.7058,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,343.64399,554.652,271.39098,77993.0388,0.07799,279.27234,0.27927,11.26437,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,343.52775,554.652,271.39098,71942.3712,0.07194,268.22075,0.26822,11.18362,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,286.56589,554.652,271.39098,51780.1356,0.05178,227.55249,0.22755,10.85476,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,347.908,554.652,271.39098,75696.5808,0.0757,275.13012,0.27513,11.23449,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,329.11943,554.652,271.39098,69006.8988,0.06901,262.69164,0.26269,11.14196,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,319.85757,554.652,271.39098,68880.4272,0.06888,262.45081,0.26245,11.14013,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,271.39098,554.652,271.39098,52126.2684,0.05213,228.31178,0.22831,10.86142,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,336.04438,554.652,271.39098,68108.2848,0.06811,260.97564,0.26098,11.12885,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,293.22469,554.652,271.39098,57198.4452,0.0572,239.16196,0.23916,10.95428,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,315.14043,554.652,271.39098,61764.7356,0.06176,248.52512,0.24853,11.03109,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,376.39715,554.652,271.39098,88290.4896,0.08829,297.13716,0.29714,11.38839,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5465423,6423,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,dutertrei,20,296.9803,554.652,271.39098,61019.2188,0.06102,247.02068,0.24702,11.01894,100363.5351,11.4176,0.30893,76844.8098,11.24943,0.2772,195491.8116,12.18327,0.44214,188693.9631,12.14785,0.43439,47913.50675,0.44614,0.07199,26295.36069,0.38965,0.05057,195491.8116,12.18327,0.44214,51780.1356,10.85476,0.22755,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,576.98053,593.20366,332.90999,219328.38,0.21933,468.32508,0.46833,12.29833,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,546.0465,593.20366,332.90999,195112.3968,0.19511,441.71529,0.44172,12.18133,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,408.3334,593.20366,332.90999,105077.9304,0.10508,324.15726,0.32416,11.56246,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,410.61735,593.20366,332.90999,111421.4796,0.11142,333.79856,0.3338,11.62108,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,493.90662,593.20366,332.90999,160598.9628,0.1606,400.748,0.40075,11.98667,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,451.56634,593.20366,332.90999,141954.3864,0.14195,376.76835,0.37677,11.86326,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,521.67702,593.20366,332.90999,169778.1384,0.16978,412.04143,0.41204,12.04225,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,402.12427,593.20366,332.90999,105597.1296,0.1056,324.95712,0.32496,11.56739,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,420.54791,593.20366,332.90999,118876.6476,0.11888,344.78493,0.34478,11.68584,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,470.81289,593.20366,332.90999,145668.6576,0.14567,381.66564,0.38167,11.88909,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,423.52883,593.20366,332.90999,116220.744,0.11622,340.91164,0.34091,11.66325,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,448.78653,593.20366,332.90999,130984.6392,0.13098,361.918,0.36192,11.78284,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,593.20366,593.20366,332.90999,217451.2752,0.21745,466.31671,0.46632,12.28973,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,450.08986,593.20366,332.90999,127676.4084,0.12768,357.31836,0.35732,11.75725,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,436.53112,593.20366,332.90999,123715.8504,0.12372,351.73264,0.35173,11.72574,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,338.30481,593.20366,332.90999,79697.0772,0.0797,282.30671,0.28231,11.28599,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,406.66726,593.20366,332.90999,107614.0188,0.10761,328.04576,0.32805,11.58631,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,507.73587,593.20366,332.90999,173385.9072,0.17339,416.39633,0.4164,12.06328,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,407.25608,593.20366,332.90999,104964.7716,0.10496,323.98267,0.32398,11.56138,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,391.96475,593.20366,332.90999,102555.1548,0.10256,320.24234,0.32024,11.53816,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,378.55731,593.20366,332.90999,96444.5796,0.09644,310.55528,0.31056,11.47672,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,392.8553,593.20366,332.90999,100431.7632,0.10043,316.90971,0.31691,11.51723,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,434.57494,593.20366,332.90999,118071.2232,0.11807,343.61493,0.34361,11.67904,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
-33.88333,173.83333,5271718,5984,,17229,-2464,"Pacific ocean, Tasman sea",NA,NA,HMNZS Lachlan,16/05/55,inflata,32,405.06822,593.20366,332.90999,94647.3516,0.09465,307.6481,0.30765,11.45791,130665.34,11.74158,0.35794,118473.9354,11.68244,0.3442,219328.38,12.29833,0.46833,208225.5048,12.24558,0.45623,38500.65675,0.27863,0.05128,33682.1415,0.26944,0.04854,219328.38,12.29833,0.46833,75436.9812,11.23105,0.27466,13,Pacific
