"species","sspname","sample","datasetAB","total_ind","area_min","area_log_min","area_sqrt_min","area_25q","area_log_25q","area_sqrt_25q","area_mean","area_log_mean","area_sqrt_mean","area_median","area_log_median","area_sqrt_median","area_75q","area_log_75q","area_sqrt_75q","area_95q","area_log_95q","area_sqrt_95q","area_max","area_log_max","area_log_max.1"
"siphonifera","G.siphonifera",20,"A",5,82785.81403,11.3240119975549,287.725240516017,91081.46047,11.4195095550733,301.797051791432,141859.88408,11.7736493993227,368.308279262696,108629.1596,11.5956951550451,329.589380290082,189306.0405,12.1511202463555,435.093140028661,227858.76474,12.3325520833388,476.887894955565,237496.9458,12.3779100425847,487.336583687291
"truncatulinoides","G.truncatulinoides",20,"A",6,39795.23581,10.5915024808412,199.487432711938,40644.841975,10.6125847273411,201.603514219061,92186.782265,11.1671013759495,283.820511861024,47967.955385,10.7685207152625,218.483011197897,132070.63155,11.7043266765749,356.444624732338,203780.8915,12.2152962826793,450.38115524251,219080.8859,12.2971962826178,468.060771588477
"conglobatus","G.conglobatus",31,"A",8,53453.2775,10.886563233563,231.199648572397,93802.81325,11.4455455340603,306.016285812422,177610.6554875,11.9026880449122,403.05760395773,150758.7459,11.9099309297306,386.97231923726,238691.490275,12.3770555296989,487.8303353524,345881.609175,12.7450221782694,586.841327161693,378533.1895,12.8440590349374,615.250509548753
"conglobatus","G.conglobatus",31,"B",5,197754.9876,12.1947841070565,444.696511792031,224220.834,12.3203867112618,473.519623669389,370871.97624,12.7377823332183,596.391797525543,355079.0016,12.7800955834176,595.885057372645,537258.0132,13.1942337296099,732.978862723885,539489.23848,13.1983759737186,734.49891820059,540047.0448,13.1994115347457,734.878932069766
"dutertrei","N.dutertrei",31,"A",4,102129.0122,11.5339921185387,319.576301061265,141082.907525,11.8423577937371,374.279861023138,184291.90445,12.0379410199513,419.969440585455,158769.5088,11.9747700807952,398.415221696162,201978.505725,12.1703533070095,444.104801258479,294395.371545,12.5686561011429,539.597774562281,317499.588,12.6682317996762,563.471017888232
"dutertrei","N.dutertrei",31,"B",8,113804.4708,11.6422370863702,337.349182302255,182119.104,12.1062957096488,426.1167764163,213842.67435,12.2242739930225,456.936700305262,208322.0226,12.2460755988059,456.335836966389,236214.0027,12.3642448930041,484.995088469807,315895.43736,12.6614726214418,561.809355189066,329212.2312,12.7044579014083,573.770190232989
"glutinata","G.glutinata",31,"A",62,20266.76382,9.91673757302466,142.361384581634,27608.87947,10.2258924598555,166.159188370201,33724.9293664516,10.3918389769893,182.029618801554,30994.70668,10.3415348966377,176.051515409791,38543.171155,10.5594976226014,196.322354881222,47115.3117375,10.7603137660187,217.05848463867,81106.50982,11.3035185059327,284.792046623497
"glutinata","G.glutinata",31,"B",34,24448.9572,10.1043428436867,156.361623168858,34288.7805,10.4424033241821,185.164395046495,41261.4573882353,10.6002032959512,201.701750683481,39775.3182,10.5909975647328,199.437290678362,43695.9378,10.6849756575004,209.033919587522,60579.23076,11.0099811788536,246.021684710694,78379.11,11.2693127167517,279.962693943318
"ruber","G.ruber",31,"A",87,17063.12208,9.7446748101638,130.625885949149,30814.16501,10.3357243026057,175.539399659407,51444.1851437931,10.7139393307518,218.948130486412,39189.65089,10.5761679830142,197.963761557513,53803.214435,10.8928393101016,231.940750775789,112783.85257,11.6329449496005,335.80935490009,160093.6833,11.9835144434906,400.117086988296
"ruber","G.ruber",31,"B",14,62277.2784,11.0393519255711,249.554159252055,76538.6154,11.2453144114337,276.639724833219,105551.485714286,11.5164623265925,320.701278616677,100405.1376,11.515721075642,316.768914039499,123248.2383,11.7215739001849,351.033950385273,158697.56214,11.950261090589,395.896049283265,208198.8792,12.2462490518632,456.288153692379
"rubescens","G.rubescens",31,"A",4,24882.88961,10.1219356819902,157.743112718115,27183.99044,10.2091407579119,164.824976391037,28102.1649475,10.2407772506577,167.519554531658,28470.87664,10.2564702463439,168.726119590431,29389.0511475,10.2881067390897,171.420697731051,30345.0237495,10.32020761018,174.190432528334,30584.0169,10.3282328279526,174.882866227655
"rubescens","G.rubescens",31,"B",7,23598.6021,10.0689427562085,153.618365113029,25244.397,10.1359348623539,158.867989735171,26703.0995142857,10.1897814097991,163.298907510259,27046.6173,10.2053172228503,164.458558001704,28296.3564,10.250294218991,168.207046234008,29092.62825,10.278225613379,170.564995655869,29194.9704,10.2817517268449,170.86535751872
"sacculifer","G.sacculifer",31,"A",32,41897.14417,10.6429729453535,204.687918964457,71794.572985,11.1815640884417,267.94508796531,108751.322294375,11.4981306438525,321.752399235245,96720.597275,11.4795566945142,310.997411442896,130771.2682,11.7811635591799,361.619346545965,193925.848975,12.1745052881087,440.290135881079,257234.862,12.4577448064838,507.183262736459
"sacculifer","G.sacculifer",31,"B",17,110775.8088,11.6152636973274,332.829999849773,166316.8104,12.0216497448588,407.819580697151,222422.822894118,12.2580754712543,465.391884324049,223062.6204,12.3152078199914,472.295056505994,260924.2236,12.4719853131161,510.807423203696,338790.7908,12.7313991503315,581.800817776849,379900.7172,12.8476652270392,616.360866051699
"siphonifera","G.siphonifera",31,"A",10,74893.07561,11.2238167167671,273.665992790482,116465.747725,11.6621413120611,340.992967576298,153020.028501,11.8891398451626,386.585280225413,161297.92635,11.9906920985928,401.587375728504,181733.093275,12.1099876525548,426.269117541788,215343.468025,12.2782535777001,463.850281247767,226765.7053,12.3316726282029,476.199228579804
"siphonifera","G.siphonifera",31,"B",3,235370.304,12.3689153146186,485.149774811862,312661.0926,12.6213469717869,554.805523795123,345287.4372,12.7226409655774,583.448366792193,389951.8812,12.8737786289552,624.461272778385,400246.0038,12.8995037910568,632.597662782359,408481.30188,12.920083920738,639.106774785539,410540.1264,12.9252289531583,640.734052786333
"tenellus","G.tenellus",31,"A",19,23234.3971,10.053389093259,152.428334308291,26187.95623,10.1729096256245,161.821056023173,30183.9542231579,10.3013121191194,173.125453306253,28685.11106,10.2641334887384,169.366794443303,32221.74177,10.3803874451632,179.503739356043,37222.0832,10.5218715524662,192.791675633308,46106.8877,10.7387176256336,214.7251445453
"tenellus","G.tenellus",31,"B",20,24136.1064,10.0914641891818,155.35799432279,26893.5201,10.1996403665157,163.992427612399,32035.5891,10.3628120774232,178.460215840135,31474.7874,10.356887307243,177.408920464592,36716.7024,10.510986248749,191.615990798152,39051.10188,10.5726203327645,197.613217368862,39645.5184,10.587733191671,199.111823857851
"conglobatus","G.conglobatus",44,"A",6,66214.81478,11.1006595051058,257.322394633658,124046.9703325,11.6515306190795,345.14809269752,225617.871715,12.1482545203909,456.250449268335,255404.4519,12.439615360472,503.992960076089,300065.7242,12.6116649937947,547.770011347884,361702.4218,12.7937170689488,600.701665770541,381469.5536,12.8517863194446,617.632215481026
"conglobatus","G.conglobatus",44,"B",11,118530.5148,11.6829257152684,344.282608913085,207852.7464,12.242486309329,455.669671384196,287329.557272727,12.4761257965574,523.823071583383,242905.3488,12.4004271353324,492.854287594214,360254.3526,12.7666965568122,596.0735582484,498075.1146,13.1164995717048,705.390597834736,529596.4968,13.1798706687794,727.73380902635
"dehiscens","S.dehiscens",44,"A",1,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229
"dutertrei","N.dutertrei",44,"A",21,37191.88886,10.5238459750889,192.851986922614,76634.5458,11.2468032436196,276.829452551566,115590.748934762,11.5422846802221,330.985780067431,120450.593,11.6989949312355,347.059927101934,152845.2243,11.9371810824737,390.954248346274,183757.9631,12.1213747527347,428.669993234889,207123.2358,12.2410692371307,455.107938625553
"dutertrei","N.dutertrei",44,"B",12,68973.6168,11.1414793452418,262.628286366873,79482.4083,11.2819769861738,281.834598598125,131863.284,11.6762099215084,352.833094796448,105513.9246,11.5665066461557,324.821634432127,163757.4246,11.990381641148,403.031565333855,245008.10556,12.4073034322908,494.766943417376,261050.6952,12.4724699019265,510.931203979557
"glutinata","G.glutinata",44,"A",76,20483.14052,9.92735741310032,143.119322664691,29172.8958175,10.2809792585955,170.800063305115,36187.5432047368,10.4580532117674,188.304779565606,32940.6188,10.402461427519,181.495489868407,38659.027325,10.5625355634275,196.61898880516,53401.54572,10.8852696022465,231.068857830477,90995.35686,11.4185637606808,301.654366552185
"glutinata","G.glutinata",44,"B",16,32949.18,10.4027216534298,181.519089905167,40006.6281,10.5967634241966,200.014722618878,49350.965625,10.7856279521306,220.988049038146,47330.3322,10.7648472399728,217.552123617509,56341.4337,10.9381494136552,237.301512714011,64835.0001,11.0792555851879,254.605091568562,67815.4032,11.1245446339664,260.413907462716
