_id,minimumDepthInMeters,dynamicProperties,verbatimLatitude,month,continent,occurrenceID,latestEpochOrHighestSeries,maximumDepthInMeters,waterBody,kingdom,decimalLatitude,earliestEraOrLowestErathem,infraspecificEpithet,latestEraOrHighestErathem,recordNumber,day,individualCount,lifeStage,scientificName,lowestBiostratigraphicZone,habitat,sex,year,eventTime,latestEonOrHighestEonothem,otherCatalogNumbers,latestPeriodOrHighestSystem,specificEpithet,geodeticDatum,collectionCode,higherGeography,latestAgeOrHighestStage,formation,earliestEpochOrLowestSeries,group,highestBiostratigraphicZone,earliestAgeOrLowestStage,country,decimalLongitude,genus,family,phylum,higherClassification,islandGroup,catalogNumber,verbatimLongitude,preparations,maximumElevationInMeters,earliestEonOrLowestEonothem,modified,bed,island,minimumElevationInMeters,subgenus,institutionCode,identificationQualifier,identifiedBy,earliestPeriodOrLowestSystem,georeferenceProtocol,locality,stateProvince,member,taxonRank,typeStatus,recordedBy,class,basisOfRecord,dateIdentified,scientificNameAuthorship,order
620975,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",07 15 00 S,11,,05ef25c8-7352-4365-89c0-3f76b951c11d,,,Western Indian Ocean,,-7.25,,,,,11,,,,,,,1905,,,NHMUK:ecatalogue:37216,,,,MIN,,,,,,,,,61.4681,,,,,,c,061 28 05 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
986733,,"{""identificationdescription"": ""Medium sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",51 44  S,10,,066c7909-50f0-44a0-b1db-094d11bdab95,,,Southwest Atlantic Ocean,,-51.73,,,,,3,,,Medium sand,,,,1985,,,NHMUK:ecatalogue:27421,,,,MIN,,,,,,,,,-60.67,,,,,,"BM.1986,O133",060 40  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
842144,,"{""identificationdescription"": ""Red clay"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",22 10 00 N,2,,0604e864-4c8e-4364-b7d6-b671b4542f3d,,,Eastern Central Pacific Ocean,,22.1667,,,,,1,,,Red clay,,,,1874,,,NHMUK:ecatalogue:38305,,,,MIN,,,,,,,,,-154.8667,,,,,,,154 52 00 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
821156,,"{""identificationdescription"": ""Fine sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",56 13 30 N,9,,06494a59-0086-4f12-bd5e-2c2fbf0d821c,,,Northeast Atlantic Ocean,,56.225,,,,,27,,,Fine sand,,,,1985,,,NHMUK:ecatalogue:27103,,,,MIN,,,,,,,,,-7.1483,,,,,,"BM.1986,O1013",007 08 54 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
994566,,"{""identificationdescription"": ""Sand, shells, mud, gravel"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",51 25  N,2,,06525e08-5180-4341-9a6f-8b6d6caf8326,,,Northeast Atlantic Ocean,,51.42,,,,,24,,,"Sand, shells, mud, gravel",,,,1972,,,NHMUK:ecatalogue:19709,,,,MIN,,,,,,,,,1.43,,,,,,"BM.1972,O555",001 26  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
557550,,"{""identificationdescription"": ""Coarse sand,broken shell"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",23 49 42 N,11,,05dc9d47-187c-4d10-a9d9-7eddfaf4c2eb,,,Western Indian Ocean,,23.8283,,,,,26,,,"Coarse sand,broken shell",,,,1981,,,NHMUK:ecatalogue:25405,,,,MIN,,,,,,,,,57.5467,,,,,,"BM.1982,O584",057 32 48 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
935187,,"{""identificationdescription"": ""Fine to coarse shelly sand with live and dead halimeda."", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",16 59 48 N,9,,065a826b-ff7d-465b-aa3b-9c82c15c4522,,,Western Central Atlantic Ocean,,16.9967,,,,,8,,,Fine to coarse shelly sand with live and dead halimeda.,,,,1970,,,NHMUK:ecatalogue:22873,,,,MIN,,,,,,,,,-78.925,,,,,,"BM.1977,O2036",078 55 30 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
226968,,"{""identificationdescription"": ""Red marl"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",51 15 42 N,8,,05f979d9-4c15-4b33-aa69-400eb1786910,,,Northeast Atlantic Ocean,,51.2617,,,,,25,,,Red marl,,,,1961,,,NHMUK:ecatalogue:28878,,,,MIN,,,,,,,,,-4.0867,,,,,,"BM.1988,O13",004 05 12 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
547564,,"{""identificationdescription"": ""Pebbles,small gravel,broken shells,coarse sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",58 31  N,8,,063e6c4e-dbfc-4686-8c98-aec9e6965f34,,,Northeast Atlantic Ocean,,58.52,,,,,28,,,"Pebbles,small gravel,broken shells,coarse sand",,,,1982,,,NHMUK:ecatalogue:25938,,,,MIN,,,,,,,,,-6.6933,,,,,,"BM.1983,O224",006 41 36 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
621960,,"{""identificationdescription"": ""Green globigerina sand. black minerals"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",32 49 36 N,6,,064e75d4-e8b8-486e-9ac0-43b9c441d585,,,Western Central Atlantic Ocean,,32.8267,,,,,22,,,Green globigerina sand. black minerals,,,,1964,,,NHMUK:ecatalogue:18832,,,,MIN,,,,,,,,,-77.2583,,,,,,"BM.1971,O175",077 15 30 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
364959,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",32 28  N,12,,05ef54d9-1683-4f01-a7a2-2e6618009ba2,,,Eastern Central Atlantic Ocean,,32.47,,,,,7,,,,,,,1926,,,NHMUK:ecatalogue:31084,,,,MIN,,,,,,,,,32.97,,,,,,,032 58  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
112792,,"{""identificationdescription"": ""Fine sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",51 36 24 N,9,,06729c8c-fc17-4150-8f67-cb4bebbcf689,,,Northeast Atlantic Ocean,,51.6067,,,,,10,,,Fine sand,,,,1959,,,NHMUK:ecatalogue:15178,,,,MIN,,,,,,,,,1.2633,,,,,,"BM.1960,6(7)",001 15 48 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
546368,,"{""identificationdescription"": ""Shingle, fine sand and broken shells"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",54 58 36 N,6,,060fd1c4-641b-4a2b-9010-91d02508d8dd,,,Northeast Atlantic Ocean,,54.9767,,,,,3,,,"Shingle, fine sand and broken shells",,,,1972,,,NHMUK:ecatalogue:20301,,,,MIN,,,,,,,,,-5.65,,,,,,"BM.1973,O64",005 39  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
8541,,"{""identificationdescription"": ""Soft grey sand, small gravel, mud"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",57 19 19 N,3,,05f7350f-27e2-4ff7-8602-8355ecf16396,,,Northeast Atlantic Ocean,,57.3219,,,,,24,,,"Soft grey sand, small gravel, mud",,,,1974,,,NHMUK:ecatalogue:21368,,,,MIN,,,,,,,,,-5.8536,,,,,,"BM.1976,O332",005 51 13 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
505555,,"{""identificationdescription"": ""Broken shell, cobbles, weed"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",18 29 48 N,3,,064593fc-9947-4c7d-ab49-9d0ea8e12e59,,,Western Central Atlantic Ocean,,18.4967,,,,,6,,,"Broken shell, cobbles, weed",,,,1976,,,NHMUK:ecatalogue:21630,,,,MIN,,,,,,,,,-62.9383,,,,,,"BM.1976,O57",062 56 18 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
676388,,"{""identificationdescription"": ""Sand,gravel,pebbles"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",50 20  N,4,,0603fd95-3091-45d6-a132-810710fc09d5,,,Northeast Atlantic Ocean,,50.33,,,,,30,,,"Sand,gravel,pebbles",,,,1980,,,NHMUK:ecatalogue:24780,,,,MIN,,,,,,,,,-4.3917,,,,,,"BM.1981,O20",004 23 30 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
449763,,"{""identificationdescription"": ""Fine sand,pebbles"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",51 16 54 N,4,,065c7942-b340-4029-9568-c93c20fccb7f,,,Northeast Atlantic Ocean,,51.2817,,,,,8,,,"Fine sand,pebbles",,,,1981,,,NHMUK:ecatalogue:25168,,,,MIN,,,,,,,,,1.4917,,,,,,"BM.1982,O370a",001 29 30 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1113941,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",10 31  S,10,,06970f3d-6dd7-4022-8e71-562b484f6950,,,Eastern Indian Ocean,,-10.52,,,,,8,,,,,,,1887,,,NHMUK:ecatalogue:34644,,,,MIN,,,,,,,,,105.55,,,,,,,105 33  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
592772,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",02 22 18 N,8,,0637d99d-a044-4ecf-a5d9-3b372262446a,,,Western Central Pacific Ocean,,2.3717,,,,,20,,,,,,,1969,,,NHMUK:ecatalogue:20907,,,,MIN,,,,,,,,,104.48,,,,,,"BM.1975,O460",104 29  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
626360,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",22 54  N,5,,05db562a-327c-4663-97ff-a833ea0bda82,,,Western Central Atlantic Ocean,,22.9,,,,,14,,,,,,,1876,,,NHMUK:ecatalogue:33291,,,,MIN,,,,,,,,,-88.2,,,,,,,088 12  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
379986,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",20 27 12 N,11,,05e076df-ad61-498b-ac3d-4e818dfc5723,,,Western Central Atlantic Ocean,,20.4533,,,,,8,,,,,,,1897,,,NHMUK:ecatalogue:31714,,,,MIN,,,,,,,,,-72.6775,,,,,,,072 40 39 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1111167,,"{""identificationdescription"": ""Chalk\u00fb? campanian"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",50 22 30 N,8,,05db28af-a703-4449-bffd-2c0d32e70b56,,,Northeast Atlantic Ocean,,50.375,,,,,5,,,Chalkû? campanian,,,,1969,,,NHMUK:ecatalogue:28784,,,,MIN,,,,,,,,,-0.67,,,,,,"BM.1988,O1183",000 40  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
685944,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",13 54  S,10,,05edea5c-7c19-48e5-a52e-96eafeaae51d,,,Western Central Pacific Ocean,,-13.9,,,,,6,,,,,,,1912,,,NHMUK:ecatalogue:30734,,,,MIN,,,,,,,,,152.57,,,,,,,152 34  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
405952,,"{""identificationdescription"": ""Bottom sample"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",54 27 50 N,10,,05f45022-d70d-4e01-856d-690c6178494a,,,Northeast Atlantic Ocean,,54.4639,,,,,10,,,Bottom sample,,,,1953,,,NHMUK:ecatalogue:12818,,,,MIN,,,,,,,,,-5.6097,,,,,,"BM.1954,43(28)",005 36 35 W,,,,08/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
716789,,"{""identificationdescription"": ""Coarse sand,pebbles,broken shells"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",52 27 11 N,5,,05e86763-3de9-42d4-bec2-470d3b6b98f8,,,Northeast Atlantic Ocean,,52.4531,,,,,28,,,"Coarse sand,pebbles,broken shells",,,,1980,,,NHMUK:ecatalogue:25077,,,,MIN,,,,,,,,,-5.4386,,,,,,"BM.1982,O289",005 26 19 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
891557,,"{""identificationdescription"": ""Shell sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",23 11 00 N,12,,0614c822-9981-44a3-92cc-23613eed0b5f,,,Northwest Pacific Ocean,,23.1833,,,,,23,,,Shell sand,,,,1864,,,NHMUK:ecatalogue:37769,,,,MIN,,,,,,,,,118.7,,,,,,,118 42 00 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
670974,,"{""identificationdescription"": ""Sand shell"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",25 14  N,1,,05e89072-44b7-4e00-bd92-bd0e0a3e2526,,,Western Indian Ocean,,25.23,,,,,12,,,Sand shell,,,,1962,,,NHMUK:ecatalogue:16191,,,,MIN,,,,,,,,,54.28,,,,,,"BM.1963,137",054 17  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
293574,,"{""identificationdescription"": ""Washing\u00fbglobigerina ooze\u00fb34.64pc caco3"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",40 35 10 N,5,,0632e39b-d499-45dc-9b66-536596e7a35b,,,Northwest Atlantic Ocean,,40.5861,,,,,28,,,Washingûglobigerina oozeû34.64pc caco3,,,,1899,,,NHMUK:ecatalogue:31902,,,,MIN,,,,,,,,,-46.5939,,,,,,,046 35 38 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
322979,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",15 10 36 N,3,,06649cd4-772e-48d9-9750-0366d0ff16fa,,,Western Central Pacific Ocean,,15.1767,,,,,7,,,,,,,1891,,,NHMUK:ecatalogue:29967,,,,MIN,,,,,,,,,119.1933,,,,,,"BM.1989,O344",119 11 36 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1122969,,"{""identificationdescription"": ""Fine sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",56 58 40 N,5,,06680655-c599-4ada-8ce5-5678c99d0788,,,Northeast Atlantic Ocean,,56.9778,,,,,30,,,Fine sand,,,,1971,,,NHMUK:ecatalogue:19129,,,,MIN,,,,,,,,,-8.1775,,,,,,"BM.1971,O532",008 10 39 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
733195,,"{""identificationdescription"": ""Gravel (wentworth classification)"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",52 27 05 N,12,,06859477-b2fe-469e-8f06-956dac7f4048,,,Northeast Atlantic Ocean,,52.4514,,,,,4,,,Gravel (wentworth classification),,,,1962,,,NHMUK:ecatalogue:16920,,,,MIN,,,,,,,,,-4.1111,,,,,,"BM.1964,337",004 06 40 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1112572,,"{""identificationdescription"": ""Fine sand, broken shell"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",49 34 54 N,12,,05dcd7c4-2d10-416e-a241-d35b6b17c166,,,Northeast Atlantic Ocean,,49.5817,,,,,8,,,"Fine sand, broken shell",,,,1975,,,NHMUK:ecatalogue:21487,,,,MIN,,,,,,,,,-6.48,,,,,,"BM.1976,O44",006 28 48 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
959143,,"{""identificationdescription"": ""Grey mudstone,? jurassic"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",49 49 50 N,6,,05fd81e7-3529-4558-82c9-071e8ab8bfda,,,Northeast Atlantic Ocean,,49.8306,,,,,16,,,"Grey mudstone,? jurassic",,,,1966,,,NHMUK:ecatalogue:28623,,,,MIN,,,,,,,,,-2.9083,,,,,,"BM.1988,O1023",002 54 30 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
805533,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",25 34  S,6,,0644338f-e3b6-4250-bb4d-c58a18dc9750,,,Southwest Pacific Ocean,,-25.57,,,,,30,,,,,,,1888,,,NHMUK:ecatalogue:34723,,,,MIN,,,,,,,,,-179.2,,,,,,,179 12  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1017366,,"{""identificationdescription"": ""Sand, shell, stones"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",50 33  N,11,,066bc438-9780-44ef-a88e-d4947edd3fa9,,,Northeast Atlantic Ocean,,50.55,,,,,12,,,"Sand, shell, stones",,,,1958,,,NHMUK:ecatalogue:14499,,,,MIN,,,,,,,,,-0.52,,,,,,"BM.1959,46(31)",000 31  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
1012546,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",41 43  N,9,,05e644c6-453e-41c0-bce7-a165640847ec,,,Northwest Atlantic Ocean,,41.72,,,,,22,,,,,,,1875,,,NHMUK:ecatalogue:33208,,,,MIN,,,,,,,,,-66.55,,,,,,,066 33  W,,,,03/09/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
686166,,"{""identificationdescription"": ""Medium sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",04 36 55 N,4,,06009e93-f0f4-458a-95d0-ecbda09da162,,,Southwest Atlantic Ocean,,4.6153,,,,,22,,,Medium sand,,,,1978,,,NHMUK:ecatalogue:24201,,,,MIN,,,,,,,,,-1.6278,,,,,,"BM.1978,O143",001 37 40 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
518950,,"{""identificationdescription"": ""Globigerina ooze, 40pc caco3"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",03 28 25 N,,,05d56e3d-3cf4-4adb-9ebb-f38bb4ea8003,,,Western Indian Ocean,,3.4736,,,,,,,,"Globigerina ooze, 40pc caco3",,,,,,,NHMUK:ecatalogue:39030,,,,MIN,,,,,,,,,47.53,,,,,,,047 32  E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
917386,,"{""identificationdescription"": ""Soft green mud"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",04 57 48 N,9,,061271c1-e7da-43eb-a038-25ae8aceb4ac,,,Western Central Pacific Ocean,,4.9633,,,,,21,,,Soft green mud,,,,1962,,,NHMUK:ecatalogue:16349,,,,MIN,,,,,,,,,118.3683,,,,,,"BM.1963,352",118 22 06 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
666777,,"{""identificationdescription"": ""Light brown, medium grained quartz sand with rounded rock pebbles and abundant shell debris"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",54 10 04 N,,,0681186b-6059-4122-a7da-388acf445c43,,,Northeast Atlantic Ocean,,54.1678,,,,,,,,"Light brown, medium grained quartz sand with rounded rock pebbles and abundant shell debris",,,,,,,NHMUK:ecatalogue:18072,,,,MIN,,,,,,,,,1.0347,,,,,,"BM.1966,O97",001 02 05 E,,,,03/09/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
51959,,"{""identificationdescription"": ""Highly gritty red boulder clay (b), small rounded fragments of shale, red sandstone, basalt and green marl are present together with recent shell fragments overlain by very coarse grained sand (a)made up mainly of rock fragments and abundant shell debris"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",54 00 05 N,,,062e81b0-30d5-4318-9a30-527698f5eed8,,,Northeast Atlantic Ocean,,54.0014,,,,,,,,"Highly gritty red boulder clay (b), small rounded fragments of shale, red sandstone, basalt and gree",,,,,,,NHMUK:ecatalogue:17671,,,,MIN,,,,,,,,,0.4183,,,,,,"BM.1966,O109",000 25 06 E,,,,03/09/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
886163,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",21 38 10 N,5,,065e9649-bcdc-4a06-9651-7fab6a15550c,,,Western Central Atlantic Ocean,,21.6361,,,,,25,,,,,,,1920,,,NHMUK:ecatalogue:31629,,,,MIN,,,,,,,,,-73.7919,,,,,,,073 47 31 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
497773,,"{""identificationdescription"": ""Weed"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",56 43  N,8,,067228f9-7e64-4941-a79f-24b14973d9d3,,,Northeast Atlantic Ocean,,56.72,,,,,4,,,Weed,,,,1986,,,NHMUK:ecatalogue:28509,,,,MIN,,,,,,,,,-7.4133,,,,,,"BM.1987,O250",007 24 48 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
936175,,"{""identificationdescription"": ""Medium sand,small gravel,broken shells,pebbles"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",52 28 30 N,3,,05dc0487-d8ef-4201-b867-cf65b082d504,,,Northeast Atlantic Ocean,,52.475,,,,,18,,,"Medium sand,small gravel,broken shells,pebbles",,,,1982,,,NHMUK:ecatalogue:25598,,,,MIN,,,,,,,,,1.9533,,,,,,"BM.1982,O758",001 57 12 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
367755,,"{""identificationdescription"": ""Shell\u00fbmud; 36pc silt; mean grain size = 0.11"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",08 28  N,11,,05faf8ce-b065-420d-be5a-bcc3a1230f45,,,Eastern Central Atlantic Ocean,,8.47,,,,,11,,,Shellûmud; 36pc silt; mean grain size = 0.11,,,,1955,,,NHMUK:ecatalogue:13728,,,,MIN,,,,,,,,,-13.3583,,,,,,"BM.1957,526(12)",013 21 30 W,,,,08/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
2380,,"{""identificationdescription"": ""Fine sand (wentworth classification)"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",52 35 25 N,11,,068f1652-7fe4-4204-be92-e8aa465f0728,,,Northeast Atlantic Ocean,,52.5903,,,,,7,,,Fine sand (wentworth classification),,,,1962,,,NHMUK:ecatalogue:16719,,,,MIN,,,,,,,,,-4.1778,,,,,,"BM.1964,146",004 10 40 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
718724,,"{""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",02 08 12 N,8,,068c7f1c-90cc-4a24-9554-b17e7be7f939,,,Western Central Pacific Ocean,,2.1367,,,,,20,,,,,,,1969,,,NHMUK:ecatalogue:20915,,,,MIN,,,,,,,,,104.1433,,,,,,"BM.1975,O468",104 08 36 E,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
242175,,"{""identificationdescription"": ""Fine sand"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",57 06 48 N,7,,05e1e07d-fe13-49f0-bdb8-695d66e5c9d3,,,Northeast Atlantic Ocean,,57.1133,,,,,27,,,Fine sand,,,,1986,,,NHMUK:ecatalogue:28395,,,,MIN,,,,,,,,,-7.02,,,,,,"BM.1987,O147",007 01  W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
786745,,"{""identificationdescription"": ""Broken shells"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",57 41 44 N,7,,062c79db-47ee-4226-a9c1-3ecc227aeb8e,,,Northeast Atlantic Ocean,,57.6956,,,,,12,,,Broken shells,,,,1981,,,NHMUK:ecatalogue:25228,,,,MIN,,,,,,,,,-8.13,,,,,,"BM.1982,O424",008 07 48 W,,,,14/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
89785,,"{""identificationdescription"": ""Bottom sample"", ""collectionkind"": ""Ocean bottom deposits"", ""centroid"": false, ""recordtype"": ""Specimen"", ""created"": ""2005-09-27""}",54 20 03 N,9,,065368ed-696e-45fe-9d01-dbc4604dee03,,,Northeast Atlantic Ocean,,54.3342,,,,,7,,,Bottom sample,,,,1953,,,NHMUK:ecatalogue:12819,,,,MIN,,,,,,,,,-5.5361,,,,,,"BM.1954,43(29)",005 32 10 W,,,,08/05/2008,,,,,NHMUK,,,,,,,,,,,,Specimen,,,
