Measurement Table sacculifer25.tif ,,,,,,,,,,,
Feature Name,Area(µm^2),Aspect Ratio,"Diameter, Max(µm)","Diameter, Min(µm)",Fourier Descriptor{mean},"Area, Polygonal(µm^2)","Perimeter, Bounding Polygon(µm)","Radius, Max(µm)","Radius, Min(µm)",Relative Size,Roundness
P1R1,40300.24886,1.320013517,258.9653091,174.0546171,1.036458659,39690.7343,798.7718428,132.5835191,84.95640767,1,1.279223763
P1R2,54665.73505,1.037590777,280.4028107,249.3664553,0.959493109,53965.86118,857.0922369,145.3196882,112.773062,1,1.083243691
P1R3,115265.6119,1.116280106,420.5446447,357.6119994,0.992545776,114232.2301,1260.736514,218.5433572,161.3958469,1,1.10726141
P1R4,51593.51876,1.301392241,286.8211894,194.0917685,1.009844039,50921.57413,840.3844701,145.367172,95.7204883,1,1.103683051
P1R5,60491.4457,1.193847243,300.1661619,238.998373,0.961244226,59752.14232,899.0129137,152.8178855,113.8544279,1,1.07638723
P1R6,106630.5484,1.384193489,424.5300176,266.6851804,1.048167317,105608.6668,1225.742754,213.8697073,128.6430829,1,1.132111668
P1R7,48915.59762,1.208188179,270.5505618,192.2205509,1.038573171,48228.86692,835.2466058,138.5839625,94.49788926,1,1.151098631
P1R8,35959.71656,1.349272654,242.2347788,149.6637886,1.088295675,35352.86678,771.2411368,123.1283094,71.055242,1,1.338893067
P1R9,137701.0052,1.337994463,468.3478097,317.2234082,1.054687844,136529.6201,1400.792559,242.615661,146.8958782,1,1.143696856
P1R10,122990.5108,1.46044233,467.8564522,269.2357244,1.091132007,121904.5563,1337.457368,234.8019299,131.1720914,1,1.167696866
P1R11,113353.2805,1.374704989,435.4686678,249.5574423,1.189575234,112262.3973,1321.689785,223.7203575,108.9278038,1,1.238268748
P1R12,90126.01109,1.137515054,371.9299362,293.5974943,0.993913388,89376.85033,1111.953652,189.4883276,136.4815918,1,1.100876199
P1R13,42646.30493,1.419287648,268.6187078,164.9036729,1.08024939,42003.93244,784.5538628,135.9127095,77.9327215,1,1.166126691
P1R14,100762.1224,1.291035999,400.6013066,286.1157845,1.042592726,99784.59907,1189.54083,207.5139834,130.1814073,1,1.128457864
P1R15,58013.95792,1.214468287,294.2123823,230.7301783,0.97588964,57300.94088,880.6460169,149.7285467,108.9123712,1,1.077038318
P1R16,228747.0383,1.32675934,615.5121422,417.4824476,1.177258139,227206.0015,1903.880808,323.5078562,171.0387604,2,1.269550177
P1R17,74975.22043,1.343842385,353.9362245,233.2794474,1.066264768,74121.41497,1091.455277,179.2975723,111.3566554,1,1.278964075
P1R18,240451.0323,1.282066193,665.5506962,450.7260788,1.083446883,238897.6891,2001.502487,344.5280689,211.9285541,2,1.334413653
P1R19,194282.3575,1.33642402,598.0950527,413.4529854,1.072575852,192907.2532,1671.012361,308.2066617,192.7073125,1,1.151863256
P1R20,168301.5937,1.40223237,532.6706927,327.2720403,1.0633163,167031.6348,1542.813763,269.4231455,157.8489417,1,1.134014048
P1R21,160100.2549,1.282935679,525.3539178,376.761908,1.083482559,158842.46,1618.064906,266.9546524,163.9499532,1,1.311642349
P1R22,50374.48963,1.013861233,260.4519008,234.2913886,0.922001835,49705.83079,816.1880037,137.603254,104.5432639,1,1.066505832
P1R23,180360.4534,1.314432086,547.4910497,378.0678156,1.081101499,179026.4215,1606.194579,285.1088353,168.7778942,1,1.146751556
P1R24,124304.8279,1.376197964,457.2328221,316.3936849,1.05961724,123234.374,1396.043901,238.8938031,143.5087331,1,1.258509346
P1R25,152148.6363,1.144855269,474.2563544,391.8818502,1.03416143,150936.1787,1475.390126,258.4268907,169.6647634,1,1.147652882
P1R26,102963.6036,1.19743506,414.1676156,327.7335523,1.049110743,101959.7939,1204.030496,217.095668,144.6392833,1,1.131452124
P1R27,81103.22403,1.251685325,374.7024512,276.0628163,1.07291947,80232.48893,1073.634183,200.0349441,124.7686905,1,1.143279861
P1R28,187838.9178,1.334451269,558.4923815,380.6661909,1.10177813,186461.3508,1759.424415,291.7509008,161.6694349,1,1.32112089
Mean value,111620.2595,1.276907328,413.1844299,291.3617373,1.051060609,110624.2404,1238.374923,213.3866918,133.207234,1.071428571,1.178206575
Standard Deviation,58068.91618,0.110051834,119.8461992,81.16202513,0.057886941,57784.21691,356.2831635,62.87542118,34.26840989,0.257539377,0.08464808
Minimum,35959.71656,1.013861233,242.2347788,149.6637886,0.922001835,35352.86678,771.2411368,123.1283094,71.055242,1,1.066505832
Maximum,240451.0323,1.46044233,665.5506962,450.7260788,1.189575234,238897.6891,2001.502487,344.5280689,211.9285541,2,1.338893067
Range,204491.3158,0.446581097,423.3159174,301.0622902,0.267573398,203544.8223,1230.26135,221.3997595,140.8733121,1,0.272387235
Sum,3125367.266,35.75340517,11569.16404,8158.128644,29.42969705,3097478.731,34674.49785,5974.82737,3729.802553,30,32.9897841
Index of Minimum,8,22,8,8,22,8,8,8,8,1,22
Index of Maximum,18,10,18,18,11,18,18,18,18,16,8
Number of Elements,28,28,28,28,28,28,28,28,28,28,28
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
