"area","diam.max"
164166.7932,543.57239
452402.226,870.37821
144097.7472,520.16281
239171.1084,653.79969
202434.4368,623.72534
96045.1956,393.35482
229878.774,620.8801
203153.328,570.60595
149070.078,513.57555
216572.6304,612.04757
118104.5052,437.17108
189154.9188,564.42475
287236.9728,722.55202
358014.474,776.95277
257549.4288,674.14566
221112.2952,612.74321
262062.468,686.09084
194659.7616,573.96738
166363.4052,509.31317
218775.8988,610.63755
276600.0456,676.49647
113984.1936,425.91885
240489.0756,636.85773
327375.0648,761.39293
195851.2572,580.72929
281845.2888,735.48103
234465.0336,655.48758
211234.1976,602.03071
195272.1504,592.1929
185420.6784,618.517
352882.3896,759.3839
255392.7552,623.36772
242785.5336,677.4797
