"c22","sample"
1,1
0.999894113865411,2
1,6
1,7
1,8
1,9
0.999902782635189,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
0.991318000169757,18
0.99195153034381,19
0.991377741607324,20
0.999859559379178,21
1,22
1,23
1,24
1,25
0.999399305264435,26
0.998149775321033,27
0.998536936237354,28
0.998539778594991,29
0.998439923029978,30
0.99832449036582,31
1,32
1,33
1,34
1,35
0.999486497561201,36
0.999756770529859,37
1,38
0.999484539717237,39
1,40
0.712167043732028,41
0.708885789846647,42
0.711021858672519,43
0.711021858672519,44
0.701790423600223,45
0.701790423600223,46
0.701790423600223,47
0.701790423600223,48
0.701790423600223,49
0.708542533477734,50
0.708542533477734,51
0.708542533477734,52
0.708542533477734,53
0.708542533477734,54
0.708653166116571,55
0.708653166116571,56
0.708653166116571,57
0.707402409521587,58
0.707402409521587,59
0.707017766281437,60
0.707017766281437,61
0.707017766281437,62
0.691177426436707,63
0.704546825586387,64
0.704546825586387,65
0.704546825586387,66
0.704546825586387,67
0.691168509724129,68
0.710419648975416,69
0.710419648975416,70
0.710419648975416,71
0.691169775896501,72
0.704104025881458,73
0.704104025881458,74
0.704104025881458,75
0.697369724538539,76
0.699073989434957,77
0.702497717848935,78
0.706917266626507,79
0.706414770343239,80
0.707147903955617,81
0.70444011523717,82
0.701745418401682,83
0.698497849104525,84
0.999825737907514,88
0.999893063520058,89
1,90
1,92
1,93
0.790681554233633,94
0.780548471630823,95
0.782746782773855,96
0.733467330549081,97
0.738075951968111,98
0.978564947669722,99
0.976074358516331,100
0.979664216414885,101
0.997994027077791,102
0.998001566789146,103
0.862572155929673,104
0.863029240467428,105
0.852066674364322,106
0.855750147035629,107
0.862427401607808,108
0.857595894707413,109
0.857106579146053,110
0.854898321476359,111
0.863630175853673,112
0.860616555879709,113
0.852682495587085,114
0.856123357576956,115
0.862943640592227,116
0.861866984548256,117
0.864230198544478,118
0.856732007592556,119
0.856732007592556,120
0.857345196804235,121
0.856971699716923,122
0.8600188179807,123
0.861044030114789,124
0.862035261265098,125
0.428142920642172,126
0.428693790876383,127
0.444431927891806,128
0.457973688084325,129
0.426357389417398,130
0.434548623939529,131
0.429773003483944,132
0.461030408555605,133
0.428801087426553,134
0.423600642658482,135
0.440528535546031,136
0.439152366029261,137
0.446793402587515,138
0.459187995204959,139
0.453482974262248,140
0.454521224773835,141
0.434341865855628,142
0.432005011306538,143
0.42998412473252,144
0.423366883326018,145
0.420997163407514,146
0.449349621912918,147
0.446229537741633,148
0.445206945636162,149
0.442769219377241,150
0.436110613156344,151
0.459990978394426,152
0.453240650075664,153
0.444661767427514,154
0.441942688435167,155
0.449304287234251,156
0.447242415588031,157
0.461604676249382,158
0.453851998085666,159
0.460997168096112,160
0.487014275662631,161
0.456430232215911,162
0.456101028634522,163
0.852230797826202,164
0.850658491839828,165
0.849730553999076,166
0.846678075614702,167
0.84558407476157,168
0.840487327721698,169
0.850876648104957,170
0.849717507308382,171
0.851127428199647,172
0.85210501274877,173
0.847036457847073,174
0.85176933648961,175
0.847036457847073,176
0.84927524785375,177
0.858666512147855,178
0.849211595281379,179
0.856661871488623,180
0.862162306744215,181
0.846809786181404,182
0.855235701053717,183
0.847761970219983,184
0.746148137047729,185
0.736937712847121,186
0.213290778896536,187
0.217223650598704,188
0.20242534827239,189
0.293331264029195,190
0.285754029609971,191
1,192
1,193
1,194
1,195
1,196
0.714054569400697,197
0.709448522809537,198
0.708818006562501,199
0.701418223867723,200
0.722104222846245,201
0.714430544853808,202
0.717571424086605,203
0.723046660163975,204
0.72355259049466,205
0.713232945650585,206
0.706841162727219,207
0.704971652715591,208
0.719608763487161,209
0.713464295737971,210
0.719878229010092,211
0.722004613397337,212
0.721899173431768,213
0.727229056274193,214
0.726287538453103,215
0.707993839964343,216
0.715298729432743,217
0.710087055687123,218
0.712847900818225,219
0.712168421525603,220
0.707957769133856,221
0.710909089494483,222
0.708209472611778,223
0.707908981231751,224
0.712876161825756,225
0.717913464349953,226
0.7259514774484,227
0.98493935310813,228
0.981212669771931,229
0.143343954029604,230
0.195049468626478,231
0.37216023254867,232
0.364985320240195,233
0.362306541057151,234
0.360846233381902,235
0.369874205977003,236
0.368109220515623,237
0.364002294333149,238
0.373791400543104,239
0.377546146958847,240
0.378234196637321,241
0.376716532990942,242
0.382348743447534,243
0.379808321344884,244
0.658317047868096,245
0.954490275678468,246
0.880321590294263,247
0.431295922844562,248
0.384273885366359,249
0.382525712797285,250
0.372535040211134,251
0.117570902291251,252
0.14728650910718,253
0.105756118995778,254
0.125350105822142,255
0.0981343845184088,256
0.164169005560013,257
1,258
0.107944010733494,259
0.104352509010554,260
0.103487837272148,261
0.17444576632008,262
0.105400514692674,263
0.160605828445882,264
0.153006406670073,265
0.175258780838977,266
0.169082341167095,267
0.262617500678883,268
0.306879204838528,269
0.335874371685486,270
0.388313338062498,271
0.407874776120331,272
0.380851603229008,273
0.367894436348913,274
0.0418373105014662,275
0.0599058052205907,276
0.0375990609589296,277
0.0522245221639253,278
0.0488735941707588,279
0.0527036748594889,280
0.043706814880313,281
0.0412764013597744,282
0.0692678140332696,283
0.0998866238452605,284
0.222574072691391,285
0.0473557016322015,286
0.0563203301803967,287
0.198964921594477,288
0.0538401751785971,289
0.0374372492991797,290
0.0613497739231295,291
0.0445392147104193,292
0.0141745147674013,293
0.0254264520242136,294
0.0324194127985862,295
0.0424791321209568,296
0.0563829844046126,297
0.0413259465741391,298
0.0363052786723033,299
0.0348331235390631,300
0.0426248519390091,301
0.0344280482253347,302
0.0384142660733353,303
0.03516048654413,304
0.0421586113589238,305
0.0427292393024634,306
0.0484597867128171,307
0.0559016535640269,308
0.0433920820458806,309
0.0419858598368794,310
0.0515579240270332,311
0.0418336864135114,312
0.046713492699513,313
0.103591925044914,314
0.0196311462425183,315
0.0363249801739978,316
0.0321932132424814,317
0.0434428526671975,318
0.0169139277446571,319
0.030774316075963,320
0.022705778561585,321
0.0380984537980178,322
0.0366276906053109,323
0.0453933362970065,324
0.230377283991283,325
0.285248044151469,326
0.228767533540789,327
0.234490153422784,328
0.0313148369165668,329
0.0648528727473625,330
0.0444076193048477,331
0.227641495768443,332
0.202758050688552,333
0.227878335730857,334
0.304031446502117,335
0.545116296015876,336
0.770898816366619,337
0.356305793188939,338
0.891257957050347,339
0.90501664614435,340
0.938007173030118,341
0.953974398084107,342
0.931618628062419,343
0.936365842714209,344
0.991045532077113,345
0.967675053442814,346
0.966218611332756,347
1,348
