"lgm_row","lgm_long","lgm_lat","row_findin","distance","Sample","Sample_ID","Flag","Device","Latitude","Longitude","Water_depth","Ocean","Sample_depth_top","Sample_depth_bottom","Sample_depth_average","Author","Journal","Year","Publication_doi","Resource_doi","Comment","Database","Type","Count_min","Count","Dentigloborotalia_anfracta","Globorotalia_cavernula","Globorotalia_crassaformis","Globorotalia_hirsuta","Globorotalia_menardii","Globorotalia_scitula","Globorotalia_truncatulinoides","Globorotalia_tumida","Globorotalia_ungulata","Globorotalia_theyeri","Globoconella_inflata","Neogloboquadrina_dutertrei","Neogloboquadrina_incompta","Neogloboquadrina_pachyderma","Pulleniatina_obliquiloculata","Globoquadrina_conglomerata","Globorotaloides_hexagonus","Berggrenia_pumilio","Globigerina_bulloides","Globigerina_falconensis","Globigerinoides_conglobatus","Globigerinoides_ruber","Globigerinoides_white","Trilobatus_sacculifer","Globigerinoides_tenellus","Orbulina_universa","Beella_digitata","Globigerinella_siphonifera","Globigerinella_calida","Globigerinella_adamsi","Turborotalita_quinqueloba","Turborotalita_humilis","Globoturborotalita_rubescens","Sphaeroidinella_dehiscens","Candeina_nitida","Globigerinita_glutinata","Globigerinita_uvula","Globigerinita_minuta","Tenuitella_iota","Hastigerina_pelagica","Hastigerinella_digitata","Globorotalia_menardii_._Globorotalia_tumida","Globigerinoides_ruber_._Globigerinoides_white","Turborotalita_humilis_._Berggrenia_pumilio","unidentified","site","woa_tmn","woa_tsd","woa_dist"
1003,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1004,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1005,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1006,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1007,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1008,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1009,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1010,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1011,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1012,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1013,117.53,19.78,2925,40498.2116132546,"MD972146","MARGO_2941",0,"Piston",20.11666667,117.3833333,1720,49,NA,NA,NA,"Ho, MS Thesis","National Taiwan Ocean University Keelung",1998,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, recalculated to add up to 100%, G. truncatulinoides subspecies set to N/A",64,0,NA,NA,0,0,0,0,0.031287605,0,0,0,0,0,0,0.113217008,0,0,0.089450461,0,0,0,0.162454874,0.003008424,0.010429202,0,0.117729643,0.065583634,0.010429202,0.004512635,0.003008424,0.02677497,0.137083835,0,0,0,0.00892499,0.001504212,0,0.214600883,0,0,0,0,0,NA,NA,NA,0,"site2925",26.451,2.206,44376.6902
1014,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1015,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1016,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1017,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1018,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1019,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1020,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1021,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1022,167.73,51.27,2923,384.447188522676,"MD12416PC","MARGO_2939",0,"Trigger",51.268,167.7255,2317,49,0,0.005,0.0025,"Kiefer et al.","unpublished data",9999,"N/A","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,471,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01910828,0.83014862,0,0,0,0,0.148619958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123142,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2923",5.428,3.108,30206.3556
1023,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1024,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1025,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1026,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1027,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1028,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1029,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1030,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1031,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1032,167.77,51.2,2952,178.47826938061,"ODP SITE 883D","MARGO_3029",0,"Piston",51.199,167.768,2385,49,0.025,0.035,0.03,"Kiefer et al.","Paleoceanography",2001,"doi:10.1029/2000PA000545","doi:10.1594/PANGAEA.227323","T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,1,NA,561,0,NA,0,0,0,0,0,0,NA,NA,0,0,0.01426025,0.811051693,0,0,0,0,0.172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2952",5.428,3.108,38339.5214
1033,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1034,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1035,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1036,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1037,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1038,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1039,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1040,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1041,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
1042,127.27,28.15,2983,16661.6584517605,"PN-3","MARGO_3062",0,"Multi",28.01,127.33,999,49,0,0.001,5e-04,"Ujiie and Ujiie","J Foramin Res",2000,"doi: 10.2113/0300336 ","doi:10.1594/PANGAEA.227323","missing count data set to zero as sample is assumed to be complete",64,1,NA,283,0,0,0,0,0.03180212,0.007067138,0.003533569,0.014134276,0,0,0.003533569,0.16254417,0,0,0.169611307,0,0,0,0.077738516,0.017667845,0.042402827,0,0.134275618,0.141342756,0,0,0.003533569,0.053003534,0.007067138,0,0,0,0,0.003533569,0,0.127208481,0,0,0,0,0,NA,NA,NA,0,"site2983",25.288,2.61,57036.7795
