"area","diam.max","species","sspname","sample","dataset","datasetAB","area_log","total_ind","area_max","area_log_max"
45143.50747,270.4533857,"glutinata","G.glutinata",20,"Resample","A",10.717601749391,51,84674.88082,11.3465742701857
60678.7359,310.3065555,"glutinata","G.glutinata",20,"Resample","A",11.0133486010108,51,84674.88082,11.3465742701857
77064.98466,349.1695038,"glutinata","G.glutinata",20,"Resample","A",11.2524043015281,51,84674.88082,11.3465742701857
30727.87217,224.5923491,"glutinata","G.glutinata",20,"Resample","A",10.3329254099676,51,84674.88082,11.3465742701857
59151.60632,309.5850341,"glutinata","G.glutinata",20,"Resample","A",10.987859025758,51,84674.88082,11.3465742701857
23624.45188,195.1322235,"glutinata","G.glutinata",20,"Resample","A",10.0700375512462,51,84674.88082,11.3465742701857
25429.96318,194.6525099,"glutinata","G.glutinata",20,"Resample","A",10.1436834105189,51,84674.88082,11.3465742701857
40308.34138,244.4355785,"glutinata","G.glutinata",20,"Resample","A",10.6043137086509,51,84674.88082,11.3465742701857
28085.95475,213.070785,"glutinata","G.glutinata",20,"Resample","A",10.2430248994038,51,84674.88082,11.3465742701857
26097.47961,203.6034838,"glutinata","G.glutinata",20,"Resample","A",10.1695940219813,51,84674.88082,11.3465742701857
22279.36606,185.4919268,"glutinata","G.glutinata",20,"Resample","A",10.0114162403151,51,84674.88082,11.3465742701857
25088.1626,184.333933,"glutinata","G.glutinata",20,"Resample","A",10.1301514043154,51,84674.88082,11.3465742701857
26425.20605,208.906444,"glutinata","G.glutinata",20,"Resample","A",10.1820736082482,51,84674.88082,11.3465742701857
29736.65049,220.3720279,"glutinata","G.glutinata",20,"Resample","A",10.3001355872423,51,84674.88082,11.3465742701857
30028.18628,202.350436,"glutinata","G.glutinata",20,"Resample","A",10.309891762217,51,84674.88082,11.3465742701857
39721.24862,259.1792179,"glutinata","G.glutinata",20,"Resample","A",10.5896415532139,51,84674.88082,11.3465742701857
32221.74177,221.2007197,"glutinata","G.glutinata",20,"Resample","A",10.3803967139291,51,84674.88082,11.3465742701857
28144.26191,210.6078402,"glutinata","G.glutinata",20,"Resample","A",10.2450987730028,51,84674.88082,11.3465742701857
30438.34698,213.5656142,"glutinata","G.glutinata",20,"Resample","A",10.3234585062961,51,84674.88082,11.3465742701857
28399.60704,215.9063857,"glutinata","G.glutinata",20,"Resample","A",10.2541305874339,51,84674.88082,11.3465742701857
26960.02342,205.5445507,"glutinata","G.glutinata",20,"Resample","A",10.2021104337202,51,84674.88082,11.3465742701857
33868.41633,241.6560251,"glutinata","G.glutinata",20,"Resample","A",10.4302381874113,51,84674.88082,11.3465742701857
38177.11423,250.7172458,"glutinata","G.glutinata",25,"Resample","A",10.5499915111335,18,50001.40372,10.8198063584162
27549.12678,206.4668597,"glutinata","G.glutinata",25,"Resample","A",10.223726118253,18,50001.40372,10.8198063584162
30910.83601,208.1833653,"glutinata","G.glutinata",25,"Resample","A",10.3388620813473,18,50001.40372,10.8198063584162
24527.20753,199.5337962,"glutinata","G.glutinata",25,"Resample","A",10.1075382917997,18,50001.40372,10.8198063584162
41182.94875,263.086711,"glutinata","G.glutinata",25,"Resample","A",10.6257795843805,18,50001.40372,10.8198063584162
26481.50261,206.8948917,"glutinata","G.glutinata",25,"Resample","A",10.1842017535316,18,50001.40372,10.8198063584162
44592.91219,253.8294888,"glutinata","G.glutinata",25,"Resample","A",10.7053302058724,18,50001.40372,10.8198063584162
35673.92763,238.629371,"glutinata","G.glutinata",25,"Resample","A",10.4821753824679,18,50001.40372,10.8198063584162
23495.77401,195.3742113,"glutinata","G.glutinata",25,"Resample","A",10.0645758545993,18,50001.40372,10.8198063584162
44054.07363,256.4144253,"glutinata","G.glutinata",25,"Resample","A",10.6931731045006,18,50001.40372,10.8198063584162
26843.40911,210.793917,"glutinata","G.glutinata",25,"Resample","A",10.1977755990406,18,50001.40372,10.8198063584162
34869.69097,237.6922913,"glutinata","G.glutinata",25,"Resample","A",10.4593732772846,18,50001.40372,10.8198063584162
49830.50343,260.7376755,"glutinata","G.glutinata",25,"Resample","A",10.8163825941744,18,50001.40372,10.8198063584162
39071.82752,256.1476865,"glutinata","G.glutinata",25,"Resample","A",10.5731569624863,18,50001.40372,10.8198063584162
44498.41438,264.3066531,"glutinata","G.glutinata",25,"Resample","A",10.7032088356094,18,50001.40372,10.8198063584162
50001.40372,284.7580749,"glutinata","G.glutinata",25,"Resample","A",10.8198063584162,18,50001.40372,10.8198063584162
31206.39299,216.5758356,"glutinata","G.glutinata",25,"Resample","A",10.3483782563334,18,50001.40372,10.8198063584162
28067.85942,218.797137,"glutinata","G.glutinata",25,"Resample","A",10.242380407809,18,50001.40372,10.8198063584162
34198.15336,232.7949469,"glutinata","G.glutinata",27,"Resample","A",10.4399269262713,24,52932.84635,10.8767793391477
29601.94085,220.1849142,"glutinata","G.glutinata",27,"Resample","A",10.2955952074193,24,52932.84635,10.8767793391477
29571.78198,225.6506892,"glutinata","G.glutinata",27,"Resample","A",10.2945758741353,24,52932.84635,10.8767793391477
26783.09136,208.4439626,"glutinata","G.glutinata",27,"Resample","A",10.1955260479826,24,52932.84635,10.8767793391477
33850.32101,215.3095717,"glutinata","G.glutinata",27,"Resample","A",10.4297037616042,24,52932.84635,10.8767793391477
33269.26002,231.1959753,"glutinata","G.glutinata",27,"Resample","A",10.412389127106,24,52932.84635,10.8767793391477
33818.15154,236.8618783,"glutinata","G.glutinata",27,"Resample","A",10.4287529651339,24,52932.84635,10.8767793391477
30438.34698,219.4531881,"glutinata","G.glutinata",27,"Resample","A",10.3234585062961,24,52932.84635,10.8767793391477
33500.47806,227.7614435,"glutinata","G.glutinata",27,"Resample","A",10.4193149881591,24,52932.84635,10.8767793391477
32348.40904,221.6819368,"glutinata","G.glutinata",27,"Resample","A",10.3843201191215,24,52932.84635,10.8767793391477
30428.29402,219.6866904,"glutinata","G.glutinata",27,"Resample","A",10.3231281788811,24,52932.84635,10.8767793391477
29501.41127,218.2819299,"glutinata","G.glutinata",27,"Resample","A",10.2921933808446,24,52932.84635,10.8767793391477
26750.92189,207.6079314,"glutinata","G.glutinata",27,"Resample","A",10.1943242149079,24,52932.84635,10.8767793391477
43056.82017,268.9069145,"glutinata","G.glutinata",27,"Resample","A",10.6702759216983,24,52932.84635,10.8767793391477
30458.45289,221.6955409,"glutinata","G.glutinata",27,"Resample","A",10.3241188336293,24,52932.84635,10.8767793391477
47932.50492,269.5939123,"glutinata","G.glutinata",27,"Resample","A",10.7775491528369,24,52932.84635,10.8767793391477
