"area","diam.max"
110882.3112,398.23201
79457.4468,343.52775
88396.992,368.94
90633.5424,375.94593
149256.4572,462.8566
201562.4484,555.32964
105384.1248,385.2848
81980.2224,338.06861
151253.3772,468.03362
160073.1072,493.75161
