"area","diam.max"
"63508.7124","319.3889948"
"56699.2152","316.7941647"
"46914.3072","271.9912307"
"51041.2752","290.7168912"
"38880.0324","249.3006354"
"55254.7764","288.1410717"
"28516.0176","213.0180246"
"47346.9732","270.7033572"
"53457.5484","287.5745357"
"32496.5448","225.4069679"
"44072.0244","281.9646105"
"39019.8168","248.6723869"
"37062.8352","239.3706147"
"39033.1296","231.1368997"
"24515.5212","192.2749219"
"49590.18","290.7970179"
"41356.2132","257.0695221"
"47293.722","275.0817246"
"40151.4048","252.6029501"
"37768.4136","241.9429305"
"45642.9348","251.586382"
"48332.1204","257.6385468"
"44611.1928","274.257762"
"51939.8892","288.8908846"
