"area","diam.max"
"54061.14917","276.8887931"
"37280.60527","237.232079"
"63274.51222","303.6759146"
"56788.3572","308.1601826"
"51278.08265","287.5248636"
"110800.2195","420.8609597"
"119655.4311","443.5724963"
"66491.30338","331.4619953"
"80094.48563","355.7142048"
"49096.31623","288.2154197"
"65232.84474","313.2311821"
"53219.98621","283.8443936"
"49753.47479","285.6100355"
"35772.42637","232.8494518"
"32621.35106","222.1914423"
"83304.70521","366.7388134"
"41762.42667","252.0401406"
"89209.2749","383.6454135"
"68245.91675","337.3719951"
"19264.60327","164.5845556"
"27311.50987","199.9538121"
"35604.85093","226.0036488"
"27909.52416","207.6443433"
"32558.92099","210.6528707"
"32664.06636","216.3092455"
"55000.88591","287.8047099"
"37842.47584","252.8991046"
"27334.51042","204.4791274"
"24222.86462","192.2632808"
