Core,Coring device,Lat,Long,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina_universa,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Globigerinoides_tenellus,Trilobatus_sacculifer,Sphaeroidinella_dehiscens,Globigerinella_adamsi,Globigerinella_siphonifera,Globigerinella_calida,Globigerina_bulloides,Globigerina_falconensis,Beella_digitata,Globoturborotalita_rubescens,Turborotalita_humilis,Turborotalita_quinqueloba,Neogloboquadrina_pachyderma,Neogloboquadrina_incompta,Neogloboquadrina_dutertrei,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Pulleniatina_obliquiloculata,Globoconella_inflata,Globorotalia_truncatulinoides,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_scitula,Dentigloborotalia_anfracta,Globorotalia_menardii,Globorotalia_tumida,Globorotalia_menardii_._Globorotalia_tumida,Candeina_nitida,Globigerinita_glutinata,Globorotalia_theyeri,Tenuitella_iota,Turborotalita_humilis_._Berggrenia_pumilio,Globigerinita_uvula,unidentified,Count,Type,Sum
BOFS8K,,52.503,-22.0623,,North Atlantic,1.18,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,2.3,0,0,0,0,1.9,94.3,0.8,0,,,0,0,0,0,0,0,,0,0,NA,0,0.8,,,0,0,0,,1,100.1
BOFS8K,,52.503,-22.0623,,North Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,1.8,0,0,0,0,1.8,92.4,1.2,0,,,0,1.8,0,0,0,0.6,,0,0,NA,0,0.3,,,0,0,0,,1,99.9
GIK17045-3,,52.425,-16.665,-3663,North Atlantic,0.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,7.8,0,0,0,0,2.9,82.3,4.7,0.5,,,0,0.1,0,0,0,0.9,,0,0,NA,0,0.8,,,0,0,0,,1,96.2
BOFS5K,,50.688,-21.8635,,North Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,0.8,0,0,0,0,0.4,97.5,0.6,0,,,0,0,0,0,0,0.2,,0,0,NA,0,0.2,,,0,0,0,,1,99.7
BOFS5K,,50.688,-21.8635,,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.3,0,0,0,,0,0,1,0,0,0,0,3.8,90.1,2,0,,,0,0,0,0,0,1.4,,0,0,NA,0,0.7,,,0,0,0,,1,99.3
BOFS5K,,50.688,-21.8635,,North Atlantic,0.82,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,1.4,0,0,0,0,2.7,92.5,0.9,0,,,0,0,0,0,0,0.9,,0,0,NA,0,1.7,,,0,0,0,,1,100.1
BOFS5K,,50.688,-21.8635,,North Atlantic,0.84,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,2.1,0,0,0,0,0.9,92.6,2.3,0,,,0,0,0,0,0,0.5,,0,0,NA,0,1.6,,,0,0,0,,1,100
BOFS5K,,50.688,-21.8635,,North Atlantic,0.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0,0,0,,0,0,0.7,0,0,0,0,2,95.1,0,0,,,0,0,0,0,1,0.7,,0,0,NA,0,0.2,,,0,0,0,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0,0,0,,0,0,1.7,0,0,0,0,1.1,94.8,1.5,0,,,0,0,0,0,0,0.4,,0,0,NA,0,0.2,,,0,0,0,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0,0,0,,0,0,0.2,0,0,0,0,2.6,92.8,0.1,0,,,0,0,0,0,0.4,1.5,,0,0,NA,0,2.2,,,0,0,0,,1,100.2
BOFS5K,,50.688,-21.8635,,North Atlantic,0.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,1.9,0,0,0,0,2.6,91.9,1.9,0,,,0,0.2,0,0,0,0.9,,0,0,NA,0,0.5,,,0,0,0,,1,99.9
BOFS5K,,50.688,-21.8635,,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.3,0,0,0,,0,0,2.7,0,0,0,0,2.4,90.1,0.3,0,,,0,0,0,0,0.3,2.1,,0,0,NA,0,1.9,,,0,0,0,,1,100.1
BOFS5K,,50.688,-21.8635,,North Atlantic,0.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,3.3,0,0,0,0,1.5,89.7,0.7,0,,,0,0,0,0,0.2,1.8,,0,0,NA,0,2.9,,,0,0,0,,1,100.1
HU91-045-090,,50.39,-45.26,,North Atlantic,3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,0,2.4,96.6,0,0,,,0,0,0,0,0,0,,0,0,NA,0,0.5,,,0,0,0,,1,100
HU91-045-090,,50.39,-45.26,,North Atlantic,3.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,4.5,0,0,0,0,0,90.3,3,0,,,0,2.3,0,0,0,0,,0,0,NA,0,0,,,0,0,0,,1,100.1
HU91-045-090,,50.39,-45.26,,North Atlantic,3.19,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,0.3,0,0,0,0,0,99,0.6,0,,,0,0,0,0,0,0,,0,0,NA,0,0,,,0,0,0,,1,99.9
HU91-045-090,,50.39,-45.26,,North Atlantic,3.36,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.6,97.8,1.5,0,,,0,0,0,0,0,0,,0,0,NA,0,0,,,0,0,0,,1,99.9
KN708-1,,50,-23.75,-4053,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,1.6,0,0,0,0,1.6,94.8,1.6,0,,,0,0,0,0,0,0,,0,0,NA,0,0.3,,,0,0,0,,1,99.9
GIK17055-1,,48.215,-27.0567,-2558,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,3.2,0,0,0,0,9.2,84.7,2.7,0,,,0,0,0,0,0,0.1,,0,0,NA,0,0,,,0,0,0,,1,99.9
GIK17055-1,,48.215,-27.0567,-2558,North Atlantic,0.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,,0,0,1.3,0,0,0,0,20.2,78.5,0,0,,,0,0,0,0,0,0,,0,0,NA,0,0,,,0,0,0,,1,100
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0,0,0,,0,0,13.1,0.2,0,0,0,12.7,58.8,9.1,0,,,0,1.8,0,0,0,2.6,,0,0,NA,0,1.4,,,0,0,0,,1,99.7
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.56,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.4,0,0,0,,0.2,0,13.1,0.4,0,0,0,13.8,59.9,6.9,0.4,,,0,1.7,0,0,0,2.1,,0,0,NA,0,1,,,0,0,0,,1,99.1
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0,0,0,,0,0,14.6,0.2,0,0,0,10.9,59,6.1,0,,,0,4,0,0,0,2.4,,0,0,NA,0,2.6,,,0,0,0,,1,99.8
GIK15612-2,,44.36,-26.5433,-3050,North Atlantic,0.67,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0,0,0,,0,0,19.3,0,0,0,0,16.4,50.3,6.7,0.2,,,0,2.1,0,0,0,2.9,,0,0,NA,0,1.9,,,0,0,0,,1,98.7
V29-179,,44.017,-24.53,-3331,North Atlantic,0.87,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,1.5,0,0,0,,0,0,17.8,0,0,0,0,3.2,40.5,18.4,0.1,,,0,8.7,0.2,0,0,3.2,,0,0,NA,0,5.9,,,0,0,0,,1,99.8
V29-179,,44.017,-24.53,-3331,North Atlantic,1.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.1,0.4,0,1.7,0,0,0,,0.1,0.1,19.5,0,0,0,0,8.5,24.9,24.5,0.2,,,0,7.1,0,0,0,5.5,,0,0,NA,0,7.3,,,0,0,0,,1,99.1
CH82-24,,43.465,-30.66,-3370,North Atlantic,0.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,1.7,0,0,0,,0,0,34.1,3.1,0,0,14.5,20,7.6,2.4,0,,,9.7,0,0,6.9,0,0,,0,0,NA,0,0,,,14.5,0,0,,1,114.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,0.3,0,0,0,,1.7,0,8.7,9.6,0.1,0,0,10.4,9,29,0,,,0,6.2,0.3,0,0,10.1,,0,0,NA,0,13.6,,,0,0,0,,1,97.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.38,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.2,0,0,0,,1.6,0,9.8,7.8,0.2,0,0,12.7,7,27.9,0,,,0,8.2,0.2,0,0,9.8,,0,0,NA,0,13.9,,,0,0,0,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.41,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,0.7,0,0,0,,2.1,0,8.6,7.1,0,0,0,9.2,5.4,34.1,0,,,0,9.4,0.4,0,0,10.1,,0,0,NA,0,11.9,,,0,0,0,,1,98.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.44,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,0.6,0,0,0,,3.1,0,8.2,5.3,0,0,0,8.8,4.3,29.2,0,,,0,17,0,0,0,9.8,,0,0,NA,0,11.7,,,0,0,0,,1,97.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.47,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,0.7,0.1,0,0,,3,0,8.8,5.5,0,0,0,9.2,3.3,33.8,0,,,0,11.7,0.1,0,0,13.9,,0,0,NA,0,8.2,,,0,0,0,,1,98.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,1.1,0,0,0,,3,0,11.8,7.5,0,0,0,8.9,2.2,28.5,0,,,0,9.4,0.3,0,0,14.5,,0,0,NA,0,9.9,,,0,0,0,,1,97.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,2.1,0,0,1.1,0.2,0,0,,4.1,0,14,5.8,0,0,0,8.2,3,28.4,0,,,0,10.8,0.2,0,0,9.5,,0,0,NA,0,11.4,,,0,0,0,,1,97.9
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.56,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.1,0.1,0,0,,3.1,0,9.8,2.7,0,0,0,8.4,3.9,29.6,0,,,0,16.4,0.4,0,0,10,,0,0,NA,0,13.2,,,0,0,0,,1,98.9
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.59,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,1,0.2,0,0,,1,0,12,6.6,0.2,0,0,8.4,2.4,32.7,0,,,0,10.6,0.2,0,0,10.8,,0,0,NA,0,12,,,0,0,0,,1,97.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.62,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,1.6,0.3,0,0,,2.5,0,16.4,4.6,0,0,0,9,2.7,27.9,0,,,0,12.6,0.5,0,0,7.4,,0,0,NA,0,12,,,0,0,0,,1,97.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.65,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.5,0,0,1,0,0,0,,3.5,0,11.1,4.8,0,0,0,8.8,2.8,29,0,,,0,11.3,0,0,0,11.1,,0,0,NA,0,14.1,,,0,0,0,,1,97.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.9,0,0,0,,3.5,0,16.1,5.6,0,0,0,5.2,3.5,27.7,0,,,0,12.4,0.2,0,0,11.2,,0,0,NA,0,11.4,,,0,0,0,,1,98.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.71,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.6,0,0,0,,0.8,0,18,5.2,0,0,0,7,1.8,31.1,0,,,0,13.6,0,0,0,7.6,,0,0,NA,0,9.4,,,0,0,0,,1,96.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.74,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,3.2,0,0,0,,1.9,0,11.4,5.3,0,0,0,10.2,3.5,32,0,,,0,12.3,0,0,0,7.2,,0,0,NA,0,11.4,,,0,0,0,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.77,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.2,0,0,1.6,0.2,0,0,,1.2,0,12.6,6.5,0.2,0,0,7.3,4.5,31.9,0,,,0,15.7,0.2,0,0,8.5,,0,0,NA,0,7.3,,,0,0,0,,1,98.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,2.1,0,0,0,,1.8,0,15,7.1,0,0,0,10.4,3.4,28.5,0,,,0,12,0,0,0,8,,0,0,NA,0,9,,,0,0,0,,1,96.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.83,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,3,0,0,0,,1.8,0,14.7,5.1,0.3,0,0,7.5,5,25.6,0,,,0,15.5,0,0,0,8.8,,0,0,NA,0,9.9,,,0,0,0,,1,96.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,0.7,0,0,0,,1.2,0,14,5.1,0,0,0,13.3,6.1,23.8,0,,,0,11.7,0,0,0,12.8,,0,0,NA,0,10.3,,,0,0,0,,1,98.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.89,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.6,0,0,0,,1.4,0,15.7,5.9,0,0,0,8.7,5.4,30.4,0,,,0,12,0,0,0,5.9,,0,0,NA,0,9.5,,,0,0,0,,1,97.4
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.5,0,0,0,,1.2,0,11.8,7.2,0,0,0,8.9,6.7,31,0,,,0,12,0.2,0,0,6.6,,0,0,NA,0,11.4,,,0,0,0,,1,98.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.3,0,0,2.4,0,0,0,,0.6,0,13.6,7.3,0,0.2,0,5,6.5,28.9,0,,,0,20.5,0,0,0,5.6,,0,0,NA,0,6.7,,,0,0,0,,1,97.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,3.6,0,0,0,,1,0,12.5,8.9,0,0,0,10.2,7.6,24.4,0,,,0,17.3,0,0,0,6.4,,0,0,NA,0,5.9,,,0,0,0,,1,96.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,1.8,0,0,0,,1.2,0,26.5,8.9,0.3,0,0,3.6,3,26.2,0,,,0,9.5,0,0,0,7.7,,0,0,NA,0,9.5,,,0,0,0,,1,96.4
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0.1,2.1,0,0,0,,0.6,0,11.8,4.3,0,0,0,8.9,5.7,34.3,0,,,0,11.4,0,0,0,9.3,,0,0,NA,0,10,,,0,0,0,,1,98
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.07,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,1,0,0,0,,1,0,16.5,4.7,0,0,0,6,3.5,34.4,0,,,0,11.7,0.2,0,0,9.7,,0,0,NA,0,8.7,,,0,0,0,,1,96.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.2,0,0,0.7,0,0,0,,1,0,18.3,4.8,0.5,0,0,8.7,3.8,32.2,0,,,0,8.4,0.2,0,0,7.9,,0,0,NA,0,10.8,,,0,0,0,,1,96.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.13,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,0.7,0,0,0,,1.1,0,18.7,3.6,0.2,0,0,7.6,1.8,37.5,0,,,0,9.7,0.2,0,0,5.2,,0,0,NA,0,12.1,,,0,0,0,,1,97.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.16,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,1.5,0,0,0,,0.8,0,15.9,3.6,0,0,0,9.1,2.3,38.9,0,,,0,7.6,0,0,0,7.9,,0,0,NA,0,10.4,,,0,0.2,0,,1,97.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.19,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.5,0,0,0,,1.3,0,23.6,4.8,0,0,0,8.9,1.6,30.9,0,,,0,11.1,0,0,0,5.1,,0,0,NA,0,8.3,,,0,0,0,,1,97.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.22,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.6,0,0,1,0,0,0,,2.1,0,16.4,7,0,0,0,11.1,2.9,35.7,0,,,0,8.8,0.2,0,0,5.1,,0,0,NA,0,7.4,,,0,0,0,,1,96.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.25,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,1.1,0.3,0,0,,0.5,0,13.4,3,0.3,0,0,16.3,3,33.2,0,,,0,11.2,0.3,0,0,6,,0,0,NA,0,9.8,,,0,0,0,,1,98.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.28,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.4,0,0,0,,1.4,0,14.2,5.8,0.2,0,0,10.7,2.5,38.8,0,,,0,9.9,0,0,0,6,,0,0,NA,0,7.4,,,0,0,0,,1,97.4
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.31,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.1,0,0,5.8,0,0,0,,1.1,0,15.6,5.5,0.4,0,0.2,15.5,1.5,32,0,,,0,4.4,0,0,0,8,,0,0,NA,0,8.9,,,0.2,0,0,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.34,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,0.3,0,0.1,0,,0.5,0,13.1,1.2,0,0.1,0,8.7,1.6,39.5,0,,,0,7.6,0.2,0,0,5.7,,0,0,NA,0,20.7,,,0,0,0,,1,97.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.37,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,1.6,0,0,0,,0.7,0,14.4,7.5,0,0,0,7.8,0.7,38.2,0,,,0,6.2,0,0,0,10.8,,0,0,NA,0,11.1,,,0,0,0,,1,96.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,2.1,0,0,0,,0.7,0,14.2,3,0,0,0,8.6,1.6,43.4,0,,,0,6.6,0,0,0,7.9,,0,0,NA,0,11.2,,,0,0,0,,1,97.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.43,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.6,0,0,0,,0.7,0,12,4.7,0,0.1,0,12.5,1.2,35.9,0,,,0,6.3,0,0,0,9.2,,0,0,NA,0,15.5,,,0,0,0,,1,99
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.46,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,1.1,0,0,0,,1.1,0,13.9,3.2,0,0.1,0,10.1,1.6,36.7,0,,,0,6.5,0.1,0,0,12,,0,0,NA,0,12.6,,,0,0,0,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.49,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0.3,0,2.4,0,0,0,,1.3,0,12,4,0,0,0,11,1.8,35.9,0,,,0,7.8,0,0,0,9.2,,0,0,NA,0,13.4,,,0,0,0,,1,98.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.52,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0.5,0,0.4,0,0,0,,0.9,0,13.8,1.8,0.2,0.1,0,8.3,2.6,48,0,,,0,5,0,0,0,8,,0,0,NA,0,9.4,,,0,0,0,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0.3,0,0.8,0,0,0,,0.6,0,17.6,5,0.2,0.2,0,10.1,4.2,35.6,0,,,0,7.5,0,0,0,6.2,,0,0,NA,0,11.2,,,0,0,0,,1,98
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.58,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,1.5,0,0,0,,0.8,0,10,7.9,0,0,0,12.3,5.6,35.3,0,,,0,6.7,0.2,0,0,7.3,,0,0,NA,0,11.2,,,0,0,0,,1,97.6
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,1,0,0,0,,1.1,0,19.7,3.9,0,0,0,11.7,0.5,23.4,0,,,0,7.4,0,0,0,15.9,,0,0,NA,0,14.8,,,0,0,0,,1,98.1
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.2,0.1,0,0,,0.7,0,26.1,5.1,0,0,0,13.5,1.7,21.7,0,,,0,8.2,0.1,0,0,9.3,,0,0,NA,0,11.4,,,0,0,0,,1,99
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,2.8,0,0,0,,1,0,24.5,7.1,0,0,0,13.2,1.7,23.2,0,,,0,5.5,0,0,0,7.8,,0,0,NA,0,12.6,,,0,0,0,,1,98.2
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,3.4,0,0,0,,1.4,0,14.9,5.9,0,0,0,18.2,1.4,23.8,0,,,0,10.1,0.3,0,0,10.1,,0,0,NA,0,10.1,,,0,0,0,,1,99.7
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.7,0,0,0,,0.7,0,21.2,0.9,0.2,0,0,11.8,2.9,24.3,0,,,0,13.4,0,0,0,11.6,,0,0,NA,0,12.2,,,0,0,0,,1,98.8
SU90-03,,40.505,-32.0533,-2475,North Atlantic,0.97,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,2.2,0,0,0,,0,0,21.8,0.6,0,0,0,6.6,3.5,25.9,0,,,0,15.5,0,0,0,9.5,,0,0,NA,0,13.2,,,0,0,0,,1,91.5
SU90-03,,40.505,-32.0533,-2475,North Atlantic,0.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,3.3,0,0,0,,0,0,23.9,1.1,0,0,0,5.5,1.1,30.5,0,,,0,18,0,0,0,4,,0,0,NA,0,12.5,,,0,0,0,,1,94
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,2.3,0,0,0,,0,0,16.2,1.5,0,0,0,8.1,2.3,28.3,0,,,0,15.3,0.6,0,0,8.7,,0,0,NA,0,15.3,,,0,0,0,,1,92.6
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.2,0,0,2.4,0,0,0,,0,0,14.1,1.1,0,0,0,8.6,1.3,27.6,0,,,0,19.5,0.2,0,0,10.2,,0,0,NA,0,13.5,,,0,0,0,,1,94.2
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,4,0,0,0,,0,0,14.4,1.5,0,0.3,0,11.9,3,29,0,,,0,12.6,0,0,0,9.9,,0,0,NA,0,12.1,,,0,0,0,,1,95.7
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.06,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,3,0,0,0,,0,0,20.8,2.8,0,0,0,7.6,1.4,26.8,0.5,,,0,15.8,0.5,0,0,8.5,,0,0,NA,0,11.9,,,0,0,0,,1,96.4
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.07,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,2.8,0,0,0,,0,0,21.2,1.6,0,0,0,6.7,1.9,27.2,0,,,0,13,0,0,0,7.9,,0,0,NA,0,16.7,,,0,0,0,,1,90.2
